gamePk,date,home,away,status
746773,2024-07-10T18:15:00Z,Chicago White Sox,Minnesota Twins,Final
747015,2024-07-10T22:35:00Z,Baltimore Orioles,Chicago Cubs,Final
746453,2024-07-10T22:40:00Z,Detroit Tigers,Cleveland Guardians,Final
745394,2024-07-10T22:40:00Z,San Diego Padres,Seattle Mariners,Final
745069,2024-07-10T22:50:00Z,Tampa Bay Rays,New York Yankees,Final
745556,2024-07-10T23:05:00Z,Philadelphia Phillies,Los Angeles Dodgers,Final
746689,2024-07-10T23:10:00Z,Cincinnati Reds,Colorado Rockies,Final
745796,2024-07-10T23:10:00Z,New York Mets,Washington Nationals,Final
746934,2024-07-10T23:10:00Z,Boston Red Sox,Oakland Athletics,Final
746366,2024-07-11T00:10:00Z,Houston Astros,Miami Marlins,Final
745969,2024-07-11T00:10:00Z,Milwaukee Brewers,Pittsburgh Pirates,Final
746205,2024-07-11T01:38:00Z,Los Angeles Angels,Texas Rangers,Final
747179,2024-07-11T01:40:00Z,Arizona Diamondbacks,Atlanta Braves,Final
745318,2024-07-11T01:45:00Z,San Francisco Giants,Toronto Blue Jays,Final
746688,2024-07-11T17:10:00Z,Cincinnati Reds,Colorado Rockies,Final
746452,2024-07-11T17:10:00Z,Detroit Tigers,Cleveland Guardians,Final
745799,2024-07-11T17:10:00Z,New York Mets,Washington Nationals,Final
745967,2024-07-11T18:10:00Z,Milwaukee Brewers,Pittsburgh Pirates,Final
745313,2024-07-11T19:45:00Z,San Francisco Giants,Toronto Blue Jays,Final
745558,2024-07-11T22:05:00Z,Philadelphia Phillies,Los Angeles Dodgers,Final
747011,2024-07-11T22:35:00Z,Baltimore Orioles,Chicago Cubs,Final
745065,2024-07-11T22:50:00Z,Tampa Bay Rays,New York Yankees,Final
746935,2024-07-11T23:10:00Z,Boston Red Sox,Oakland Athletics,Final
746367,2024-07-12T00:10:00Z,Houston Astros,Miami Marlins,Final
746204,2024-07-12T01:38:00Z,Los Angeles Angels,Seattle Mariners,Final
747178,2024-07-12T01:40:00Z,Arizona Diamondbacks,Atlanta Braves,Final
746450,2024-07-12T22:40:00Z,Detroit Tigers,Los Angeles Dodgers,Final
745552,2024-07-12T22:40:00Z,Philadelphia Phillies,Oakland Athletics,Final
745064,2024-07-12T22:50:00Z,Tampa Bay Rays,Cleveland Guardians,Final
747012,2024-07-12T23:05:00Z,Baltimore Orioles,New York Yankees,Final
746936,2024-07-12T23:10:00Z,Boston Red Sox,Kansas City Royals,Final
745800,2024-07-12T23:10:00Z,New York Mets,Colorado Rockies,Final
746685,2024-07-12T23:10:00Z,Cincinnati Reds,Miami Marlins,Final
746371,2024-07-13T00:10:00Z,Houston Astros,Texas Rangers,Final
746774,2024-07-13T00:10:00Z,Chicago White Sox,Pittsburgh Pirates,Final
745965,2024-07-13T00:10:00Z,Milwaukee Brewers,Washington Nationals,Final
745153,2024-07-13T00:15:00Z,St. Louis Cardinals,Chicago Cubs,Final
746207,2024-07-13T01:38:00Z,Los Angeles Angels,Seattle Mariners,Final
747175,2024-07-13T01:40:00Z,Arizona Diamondbacks,Toronto Blue Jays,Final
745390,2024-07-13T01:40:00Z,San Diego Padres,Atlanta Braves,Final
745312,2024-07-13T02:15:00Z,San Francisco Giants,Minnesota Twins,Final
746447,2024-07-13T17:10:00Z,Detroit Tigers,Los Angeles Dodgers,Final
746766,2024-07-13T18:10:00Z,Chicago White Sox,Pittsburgh Pirates,Final
745152,2024-07-13T18:15:00Z,St. Louis Cardinals,Chicago Cubs,Final
745175,2024-07-14T00:15:00Z,St. Louis Cardinals,Chicago Cubs,Final
745549,2024-07-13T20:05:00Z,Philadelphia Phillies,Oakland Athletics,Final
747013,2024-07-13T20:05:00Z,Baltimore Orioles,New York Yankees,Final
746930,2024-07-13T20:10:00Z,Boston Red Sox,Kansas City Royals,Final
745798,2024-07-13T20:10:00Z,New York Mets,Colorado Rockies,Final
745067,2024-07-13T20:10:00Z,Tampa Bay Rays,Cleveland Guardians,Final
746369,2024-07-13T20:10:00Z,Houston Astros,Texas Rangers,Final
746687,2024-07-13T20:10:00Z,Cincinnati Reds,Miami Marlins,Final
745963,2024-07-13T20:10:00Z,Milwaukee Brewers,Washington Nationals,Final
745311,2024-07-13T23:15:00Z,San Francisco Giants,Minnesota Twins,Final
745392,2024-07-13T23:15:00Z,San Diego Padres,Atlanta Braves,Final
746202,2024-07-14T01:38:00Z,Los Angeles Angels,Seattle Mariners,Final
747177,2024-07-14T02:10:00Z,Arizona Diamondbacks,Toronto Blue Jays,Final
747009,2024-07-14T15:35:00Z,Baltimore Orioles,New York Yankees,Final
746932,2024-07-14T17:35:00Z,Boston Red Sox,Kansas City Royals,Final
745551,2024-07-14T17:35:00Z,Philadelphia Phillies,Oakland Athletics,Final
746449,2024-07-14T17:40:00Z,Detroit Tigers,Los Angeles Dodgers,Final
745797,2024-07-14T17:40:00Z,New York Mets,Colorado Rockies,Final
745066,2024-07-14T17:40:00Z,Tampa Bay Rays,Cleveland Guardians,Final
746686,2024-07-14T17:40:00Z,Cincinnati Reds,Miami Marlins,Final
746370,2024-07-14T18:10:00Z,Houston Astros,Texas Rangers,Final
746769,2024-07-14T18:10:00Z,Chicago White Sox,Pittsburgh Pirates,Final
745962,2024-07-14T18:10:00Z,Milwaukee Brewers,Washington Nationals,Final
745151,2024-07-14T18:15:00Z,St. Louis Cardinals,Chicago Cubs,Final
745314,2024-07-14T20:05:00Z,San Francisco Giants,Minnesota Twins,Final
746201,2024-07-14T20:07:00Z,Los Angeles Angels,Seattle Mariners,Final
747176,2024-07-14T20:10:00Z,Arizona Diamondbacks,Toronto Blue Jays,Final
745385,2024-07-14T20:10:00Z,San Diego Padres,Atlanta Braves,Final
747298,2024-07-17T00:00:00Z,American League All-Stars,National League All-Stars,Final
746854,2024-07-19T18:20:00Z,Chicago Cubs,Arizona Diamondbacks,Final
745481,2024-07-19T22:40:00Z,Pittsburgh Pirates,Philadelphia Phillies,Final
744829,2024-07-19T22:45:00Z,Washington Nationals,Cincinnati Reds,Final
745721,2024-07-19T23:05:00Z,New York Yankees,Tampa Bay Rays,Final
744911,2024-07-19T23:07:00Z,Toronto Blue Jays,Detroit Tigers,Final
746618,2024-07-19T23:10:00Z,Cleveland Guardians,San Diego Padres,Final
746040,2024-07-19T23:10:00Z,Miami Marlins,New York Mets,Final
744990,2024-07-20T00:05:00Z,Texas Rangers,Baltimore Orioles,Final
746284,2024-07-20T00:10:00Z,Kansas City Royals,Chicago White Sox,Final
746531,2024-07-20T00:40:00Z,Colorado Rockies,San Francisco Giants,Final
745640,2024-07-20T01:40:00Z,Oakland Athletics,Los Angeles Angels,Final
746123,2024-07-20T02:10:00Z,Los Angeles Dodgers,Boston Red Sox,Final
745228,2024-07-20T02:10:00Z,Seattle Mariners,Houston Astros,Final
747093,2024-07-19T23:20:00Z,Atlanta Braves,St. Louis Cardinals,Final
745720,2024-07-20T17:05:00Z,New York Yankees,Tampa Bay Rays,Final
747093,2024-07-20T17:07:00Z,Atlanta Braves,St. Louis Cardinals,Final
747096,2024-07-20T23:20:00Z,Atlanta Braves,St. Louis Cardinals,Final
744910,2024-07-20T19:07:00Z,Toronto Blue Jays,Detroit Tigers,Final
745638,2024-07-20T20:07:00Z,Oakland Athletics,Los Angeles Angels,Final
746041,2024-07-20T20:10:00Z,Miami Marlins,New York Mets,Final
745478,2024-07-20T22:40:00Z,Pittsburgh Pirates,Philadelphia Phillies,Final
744830,2024-07-20T22:45:00Z,Washington Nationals,Cincinnati Reds,Final
744994,2024-07-20T23:05:00Z,Texas Rangers,Baltimore Orioles,Final
746613,2024-07-20T23:10:00Z,Cleveland Guardians,San Diego Padres,Final
746286,2024-07-20T23:10:00Z,Kansas City Royals,Chicago White Sox,Final
745880,2024-07-20T23:10:00Z,Minnesota Twins,Milwaukee Brewers,Final
746852,2024-07-20T23:15:00Z,Chicago Cubs,Arizona Diamondbacks,Final
746121,2024-07-20T23:15:00Z,Los Angeles Dodgers,Boston Red Sox,Final
746527,2024-07-21T00:10:00Z,Colorado Rockies,San Francisco Giants,Final
745229,2024-07-21T01:40:00Z,Seattle Mariners,Houston Astros,Final
745882,2024-07-21T17:05:00Z,Minnesota Twins,Milwaukee Brewers,Final
744831,2024-07-21T17:35:00Z,Washington Nationals,Cincinnati Reds,Final
745470,2024-07-21T17:35:00Z,Pittsburgh Pirates,Philadelphia Phillies,Final
747094,2024-07-21T17:35:00Z,Atlanta Braves,St. Louis Cardinals,Final
745722,2024-07-21T17:35:00Z,New York Yankees,Tampa Bay Rays,Final
744909,2024-07-21T17:37:00Z,Toronto Blue Jays,Detroit Tigers,Final
746610,2024-07-21T17:40:00Z,Cleveland Guardians,San Diego Padres,Final
746042,2024-07-21T17:40:00Z,Miami Marlins,New York Mets,Final
746287,2024-07-21T18:10:00Z,Kansas City Royals,Chicago White Sox,Final
746853,2024-07-21T18:20:00Z,Chicago Cubs,Arizona Diamondbacks,Final
744991,2024-07-21T18:35:00Z,Texas Rangers,Baltimore Orioles,Final
746528,2024-07-21T19:10:00Z,Colorado Rockies,San Francisco Giants,Final
745633,2024-07-21T20:07:00Z,Oakland Athletics,Los Angeles Angels,Final
745230,2024-07-21T20:10:00Z,Seattle Mariners,Houston Astros,Final
746125,2024-07-21T23:10:00Z,Los Angeles Dodgers,Boston Red Sox,Final
745717,2024-07-22T17:05:00Z,New York Yankees,Tampa Bay Rays,Final
746612,2024-07-22T22:40:00Z,Cleveland Guardians,Detroit Tigers,Final
745473,2024-07-22T22:40:00Z,Pittsburgh Pirates,St. Louis Cardinals,Final
746034,2024-07-22T22:40:00Z,Miami Marlins,New York Mets,Final
747095,2024-07-22T23:20:00Z,Atlanta Braves,Cincinnati Reds,Final
745881,2024-07-22T23:40:00Z,Minnesota Twins,Philadelphia Phillies,Final
744988,2024-07-23T00:05:00Z,Texas Rangers,Chicago White Sox,Final
746850,2024-07-23T00:05:00Z,Chicago Cubs,Milwaukee Brewers,Final
746280,2024-07-23T00:10:00Z,Kansas City Royals,Arizona Diamondbacks,Final
746526,2024-07-23T00:40:00Z,Colorado Rockies,Boston Red Sox,Final
745635,2024-07-23T01:40:00Z,Oakland Athletics,Houston Astros,Final
745232,2024-07-23T01:40:00Z,Seattle Mariners,Los Angeles Angels,Final
746124,2024-07-23T02:10:00Z,Los Angeles Dodgers,San Francisco Giants,Final
746614,2024-07-23T22:40:00Z,Cleveland Guardians,Detroit Tigers,Final
745475,2024-07-23T22:40:00Z,Pittsburgh Pirates,St. Louis Cardinals,Final
746036,2024-07-23T22:40:00Z,Miami Marlins,Baltimore Orioles,Final
744828,2024-07-23T22:45:00Z,Washington Nationals,San Diego Padres,Final
745715,2024-07-23T23:05:00Z,New York Yankees,New York Mets,Final
744904,2024-07-23T23:07:00Z,Toronto Blue Jays,Tampa Bay Rays,Final
745878,2024-07-23T23:40:00Z,Minnesota Twins,Philadelphia Phillies,Final
744985,2024-07-24T00:05:00Z,Texas Rangers,Chicago White Sox,Final
746848,2024-07-24T00:05:00Z,Chicago Cubs,Milwaukee Brewers,Final
746281,2024-07-24T00:10:00Z,Kansas City Royals,Arizona Diamondbacks,Final
746524,2024-07-24T00:40:00Z,Colorado Rockies,Boston Red Sox,Final
745632,2024-07-24T01:40:00Z,Oakland Athletics,Houston Astros,Final
745227,2024-07-24T01:40:00Z,Seattle Mariners,Los Angeles Angels,Final
746118,2024-07-24T02:10:00Z,Los Angeles Dodgers,San Francisco Giants,Final
747090,2024-07-23T23:20:00Z,Atlanta Braves,Cincinnati Reds,Final
747091,2024-07-24T16:20:00Z,Atlanta Braves,Cincinnati Reds,Final
745472,2024-07-24T16:35:00Z,Pittsburgh Pirates,St. Louis Cardinals,Final
745877,2024-07-24T17:10:00Z,Minnesota Twins,Philadelphia Phillies,Final
746851,2024-07-24T18:20:00Z,Chicago Cubs,Milwaukee Brewers,Final
746525,2024-07-24T19:10:00Z,Colorado Rockies,Boston Red Sox,Final
745634,2024-07-24T19:37:00Z,Oakland Athletics,Houston Astros,Final
745231,2024-07-24T19:40:00Z,Seattle Mariners,Los Angeles Angels,Final
746611,2024-07-24T22:40:00Z,Cleveland Guardians,Detroit Tigers,Final
746035,2024-07-24T22:40:00Z,Miami Marlins,Baltimore Orioles,Final
744824,2024-07-24T22:45:00Z,Washington Nationals,San Diego Padres,Final
745716,2024-07-24T23:05:00Z,New York Yankees,New York Mets,Final
744905,2024-07-24T23:07:00Z,Toronto Blue Jays,Tampa Bay Rays,Final
744989,2024-07-25T00:05:00Z,Texas Rangers,Chicago White Sox,Final
746279,2024-07-25T00:10:00Z,Kansas City Royals,Arizona Diamondbacks,Final
746119,2024-07-25T02:10:00Z,Los Angeles Dodgers,San Francisco Giants,Final
747090,2024-07-24T22:05:00Z,Atlanta Braves,Cincinnati Reds,Final
744827,2024-07-25T16:05:00Z,Washington Nationals,San Diego Padres,Final
746037,2024-07-25T16:10:00Z,Miami Marlins,Baltimore Orioles,Final
746609,2024-07-25T17:10:00Z,Cleveland Guardians,Detroit Tigers,Final
744984,2024-07-25T18:35:00Z,Texas Rangers,Chicago White Sox,Final
744907,2024-07-25T19:07:00Z,Toronto Blue Jays,Tampa Bay Rays,Final
746117,2024-07-25T20:10:00Z,Los Angeles Dodgers,San Francisco Giants,Final
745794,2024-07-25T23:10:00Z,New York Mets,Atlanta Braves,Final
746199,2024-07-26T01:38:00Z,Los Angeles Angels,Oakland Athletics,Final
746448,2024-07-26T22:40:00Z,Detroit Tigers,Minnesota Twins,Final
745554,2024-07-26T22:40:00Z,Philadelphia Phillies,Cleveland Guardians,Final
745068,2024-07-26T22:50:00Z,Tampa Bay Rays,Cincinnati Reds,Final
747010,2024-07-26T23:05:00Z,Baltimore Orioles,San Diego Padres,Final
744906,2024-07-26T23:07:00Z,Toronto Blue Jays,Texas Rangers,Final
745792,2024-07-26T23:10:00Z,New York Mets,Atlanta Braves,Final
746933,2024-07-26T23:10:00Z,Boston Red Sox,New York Yankees,Final
746277,2024-07-27T00:10:00Z,Kansas City Royals,Chicago Cubs,Final
746361,2024-07-27T00:10:00Z,Houston Astros,Los Angeles Dodgers,Final
746767,2024-07-27T00:10:00Z,Chicago White Sox,Seattle Mariners,Final
745964,2024-07-27T00:10:00Z,Milwaukee Brewers,Miami Marlins,Final
745146,2024-07-27T00:15:00Z,St. Louis Cardinals,Washington Nationals,Final
746200,2024-07-27T01:38:00Z,Los Angeles Angels,Oakland Athletics,Final
747174,2024-07-27T01:40:00Z,Arizona Diamondbacks,Pittsburgh Pirates,Final
745315,2024-07-27T02:15:00Z,San Francisco Giants,Colorado Rockies,Final
744908,2024-07-27T19:07:00Z,Toronto Blue Jays,Texas Rangers,Final
747006,2024-07-27T20:05:00Z,Baltimore Orioles,San Diego Padres,Final
745059,2024-07-27T20:10:00Z,Tampa Bay Rays,Cincinnati Reds,Final
745793,2024-07-27T20:10:00Z,New York Mets,Atlanta Braves,Final
745553,2024-07-27T22:05:00Z,Philadelphia Phillies,Cleveland Guardians,Final
746446,2024-07-27T22:10:00Z,Detroit Tigers,Minnesota Twins,Final
745307,2024-07-27T23:05:00Z,San Francisco Giants,Colorado Rockies,Final
745310,2024-07-27T23:10:00Z,San Francisco Giants,Colorado Rockies,Final
746278,2024-07-27T23:10:00Z,Kansas City Royals,Chicago Cubs,Final
746362,2024-07-27T23:10:00Z,Houston Astros,Los Angeles Dodgers,Final
745966,2024-07-27T23:10:00Z,Milwaukee Brewers,Miami Marlins,Final
745150,2024-07-27T23:15:00Z,St. Louis Cardinals,Washington Nationals,Final
746768,2024-07-27T23:15:00Z,Chicago White Sox,Seattle Mariners,Final
746931,2024-07-27T23:15:00Z,Boston Red Sox,New York Yankees,Final
747171,2024-07-28T00:10:00Z,Arizona Diamondbacks,Pittsburgh Pirates,Final
746203,2024-07-28T01:38:00Z,Los Angeles Angels,Oakland Athletics,Final
745063,2024-07-28T15:35:00Z,Tampa Bay Rays,Cincinnati Reds,Final
747008,2024-07-28T17:35:00Z,Baltimore Orioles,San Diego Padres,Final
745550,2024-07-28T17:35:00Z,Philadelphia Phillies,Cleveland Guardians,Final
744902,2024-07-28T17:37:00Z,Toronto Blue Jays,Texas Rangers,Final
746445,2024-07-28T17:40:00Z,Detroit Tigers,Minnesota Twins,Final
745795,2024-07-28T17:40:00Z,New York Mets,Atlanta Braves,Final
746274,2024-07-28T18:10:00Z,Kansas City Royals,Chicago Cubs,Final
746364,2024-07-28T18:10:00Z,Houston Astros,Los Angeles Dodgers,Final
746770,2024-07-28T18:10:00Z,Chicago White Sox,Seattle Mariners,Final
745961,2024-07-28T18:10:00Z,Milwaukee Brewers,Miami Marlins,Final
745145,2024-07-28T18:15:00Z,St. Louis Cardinals,Washington Nationals,Final
745305,2024-07-28T20:05:00Z,San Francisco Giants,Colorado Rockies,Final
746195,2024-07-28T20:07:00Z,Los Angeles Angels,Oakland Athletics,Final
747173,2024-07-28T20:10:00Z,Arizona Diamondbacks,Pittsburgh Pirates,Final
746929,2024-07-28T23:10:00Z,Boston Red Sox,New York Yankees,Final
747007,2024-07-29T19:05:00Z,Baltimore Orioles,Toronto Blue Jays,Final
747039,2024-07-29T19:10:00Z,Baltimore Orioles,Toronto Blue Jays,Final
746444,2024-07-29T22:40:00Z,Detroit Tigers,Cleveland Guardians,Final
745547,2024-07-29T22:40:00Z,Philadelphia Phillies,New York Yankees,Final
746684,2024-07-29T23:10:00Z,Cincinnati Reds,Chicago Cubs,Final
746928,2024-07-29T23:10:00Z,Boston Red Sox,Seattle Mariners,Final
745791,2024-07-29T23:10:00Z,New York Mets,Minnesota Twins,Final
745147,2024-07-29T23:45:00Z,St. Louis Cardinals,Texas Rangers,Final
746360,2024-07-30T00:10:00Z,Houston Astros,Pittsburgh Pirates,Final
746765,2024-07-30T00:10:00Z,Chicago White Sox,Kansas City Royals,Final
745959,2024-07-30T00:10:00Z,Milwaukee Brewers,Atlanta Braves,Final
747172,2024-07-30T01:40:00Z,Arizona Diamondbacks,Washington Nationals,Final
746441,2024-07-30T17:10:00Z,Detroit Tigers,Cleveland Guardians,Final
747005,2024-07-30T22:35:00Z,Baltimore Orioles,Toronto Blue Jays,Final
745546,2024-07-30T22:40:00Z,Philadelphia Phillies,New York Yankees,Final
745060,2024-07-30T22:50:00Z,Tampa Bay Rays,Miami Marlins,Final
746683,2024-07-30T23:10:00Z,Cincinnati Reds,Chicago Cubs,Final
746926,2024-07-30T23:10:00Z,Boston Red Sox,Seattle Mariners,Final
745787,2024-07-30T23:10:00Z,New York Mets,Minnesota Twins,Final
745149,2024-07-30T23:45:00Z,St. Louis Cardinals,Texas Rangers,Final
746365,2024-07-31T00:10:00Z,Houston Astros,Pittsburgh Pirates,Final
746763,2024-07-31T00:10:00Z,Chicago White Sox,Kansas City Royals,Final
745958,2024-07-31T00:10:00Z,Milwaukee Brewers,Atlanta Braves,Final
746197,2024-07-31T01:38:00Z,Los Angeles Angels,Colorado Rockies,Final
747167,2024-07-31T01:40:00Z,Arizona Diamondbacks,Washington Nationals,Final
745389,2024-07-31T01:40:00Z,San Diego Padres,Los Angeles Dodgers,Final
745309,2024-07-31T01:45:00Z,San Francisco Giants,Oakland Athletics,Final
745061,2024-07-31T16:10:00Z,Tampa Bay Rays,Miami Marlins,Final
747003,2024-07-31T16:35:00Z,Baltimore Orioles,Toronto Blue Jays,Final
745543,2024-07-31T16:35:00Z,Philadelphia Phillies,New York Yankees,Final
745789,2024-07-31T17:10:00Z,New York Mets,Minnesota Twins,Final
746764,2024-07-31T18:10:00Z,Chicago White Sox,Kansas City Royals,Final
745960,2024-07-31T18:10:00Z,Milwaukee Brewers,Atlanta Braves,Final
745148,2024-07-31T18:15:00Z,St. Louis Cardinals,Texas Rangers,Final
747170,2024-07-31T19:40:00Z,Arizona Diamondbacks,Washington Nationals,Final
746925,2024-07-31T20:10:00Z,Boston Red Sox,Seattle Mariners,Final
746678,2024-07-31T23:10:00Z,Cincinnati Reds,Chicago Cubs,Final
746363,2024-08-01T00:10:00Z,Houston Astros,Pittsburgh Pirates,Final
745386,2024-08-01T00:40:00Z,San Diego Padres,Los Angeles Dodgers,Final
746198,2024-08-01T01:38:00Z,Los Angeles Angels,Colorado Rockies,Final
745306,2024-08-01T01:45:00Z,San Francisco Giants,Oakland Athletics,Final
746607,2024-08-01T22:40:00Z,Cleveland Guardians,Baltimore Orioles,Final
746442,2024-08-01T22:40:00Z,Detroit Tigers,Kansas City Royals,Final
747092,2024-08-01T23:20:00Z,Atlanta Braves,Miami Marlins,Final
746849,2024-08-02T00:05:00Z,Chicago Cubs,St. Louis Cardinals,Final
746196,2024-08-02T01:38:00Z,Los Angeles Angels,Colorado Rockies,Final
746845,2024-08-02T18:20:00Z,Chicago Cubs,St. Louis Cardinals,Final
746443,2024-08-02T22:40:00Z,Detroit Tigers,Kansas City Royals,Final
745471,2024-08-02T22:40:00Z,Pittsburgh Pirates,Arizona Diamondbacks,Final
744825,2024-08-02T22:45:00Z,Washington Nationals,Milwaukee Brewers,Final
745719,2024-08-02T23:05:00Z,New York Yankees,Toronto Blue Jays,Final
746605,2024-08-02T23:10:00Z,Cleveland Guardians,Baltimore Orioles,Final
746679,2024-08-02T23:10:00Z,Cincinnati Reds,San Francisco Giants,Final
747089,2024-08-02T23:20:00Z,Atlanta Braves,Miami Marlins,Final
744986,2024-08-03T00:05:00Z,Texas Rangers,Boston Red Sox,Final
746354,2024-08-03T00:10:00Z,Houston Astros,Tampa Bay Rays,Final
745875,2024-08-03T00:10:00Z,Minnesota Twins,Chicago White Sox,Final
746193,2024-08-03T01:38:00Z,Los Angeles Angels,New York Mets,Final
745631,2024-08-03T01:40:00Z,Oakland Athletics,Los Angeles Dodgers,Final
745387,2024-08-03T01:40:00Z,San Diego Padres,Colorado Rockies,Final
745224,2024-08-03T01:40:00Z,Seattle Mariners,Philadelphia Phillies,Final
745714,2024-08-03T17:05:00Z,New York Yankees,Toronto Blue Jays,Final
746846,2024-08-03T18:20:00Z,Chicago Cubs,St. Louis Cardinals,Final
744823,2024-08-03T20:05:00Z,Washington Nationals,Milwaukee Brewers,Final
746440,2024-08-03T22:10:00Z,Detroit Tigers,Kansas City Royals,Final
745474,2024-08-03T22:40:00Z,Pittsburgh Pirates,Arizona Diamondbacks,Final
744987,2024-08-03T23:05:00Z,Texas Rangers,Boston Red Sox,Final
745876,2024-08-03T23:10:00Z,Minnesota Twins,Chicago White Sox,Final
746608,2024-08-03T23:15:00Z,Cleveland Guardians,Baltimore Orioles,Final
746681,2024-08-03T23:15:00Z,Cincinnati Reds,San Francisco Giants,Final
746358,2024-08-03T23:15:00Z,Houston Astros,Tampa Bay Rays,Final
747087,2024-08-03T23:20:00Z,Atlanta Braves,Miami Marlins,Final
745388,2024-08-04T00:40:00Z,San Diego Padres,Colorado Rockies,Final
745636,2024-08-04T01:07:00Z,Oakland Athletics,Los Angeles Dodgers,Final
746194,2024-08-04T01:38:00Z,Los Angeles Angels,New York Mets,Final
745225,2024-08-04T01:40:00Z,Seattle Mariners,Philadelphia Phillies,Final
746680,2024-08-04T16:05:00Z,Cincinnati Reds,San Francisco Giants,Final
745468,2024-08-04T17:35:00Z,Pittsburgh Pirates,Arizona Diamondbacks,Final
747088,2024-08-04T17:35:00Z,Atlanta Braves,Miami Marlins,Final
745718,2024-08-04T17:35:00Z,New York Yankees,Toronto Blue Jays,Final
744826,2024-08-04T17:35:00Z,Washington Nationals,Milwaukee Brewers,Final
746606,2024-08-04T17:40:00Z,Cleveland Guardians,Baltimore Orioles,Final
746439,2024-08-04T17:40:00Z,Detroit Tigers,Kansas City Royals,Final
746356,2024-08-04T18:10:00Z,Houston Astros,Tampa Bay Rays,Final
745879,2024-08-04T18:10:00Z,Minnesota Twins,Chicago White Sox,Final
744979,2024-08-04T18:35:00Z,Texas Rangers,Boston Red Sox,Final
746191,2024-08-04T20:07:00Z,Los Angeles Angels,New York Mets,Final
745627,2024-08-04T20:07:00Z,Oakland Athletics,Los Angeles Dodgers,Final
745384,2024-08-04T20:10:00Z,San Diego Padres,Colorado Rockies,Final
745222,2024-08-04T20:10:00Z,Seattle Mariners,Philadelphia Phillies,Final
746844,2024-08-04T23:10:00Z,Chicago Cubs,St. Louis Cardinals,Final
745184,2024-08-05T21:15:00Z,St. Louis Cardinals,New York Mets,Final
746600,2024-08-05T22:40:00Z,Cleveland Guardians,Arizona Diamondbacks,Final
746038,2024-08-05T22:40:00Z,Miami Marlins,Cincinnati Reds,Final
744821,2024-08-05T22:45:00Z,Washington Nationals,San Francisco Giants,Final
744982,2024-08-06T00:05:00Z,Texas Rangers,Houston Astros,Final
746847,2024-08-06T00:05:00Z,Chicago Cubs,Minnesota Twins,Final
746276,2024-08-06T00:10:00Z,Kansas City Royals,Boston Red Sox,Final
745628,2024-08-06T01:40:00Z,Oakland Athletics,Chicago White Sox,Final
746116,2024-08-06T02:10:00Z,Los Angeles Dodgers,Philadelphia Phillies,Final
745467,2024-08-06T22:40:00Z,Pittsburgh Pirates,San Diego Padres,Final
746033,2024-08-06T22:40:00Z,Miami Marlins,Cincinnati Reds,Final
744817,2024-08-06T22:45:00Z,Washington Nationals,San Francisco Giants,Final
744901,2024-08-06T23:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final
747086,2024-08-06T23:20:00Z,Atlanta Braves,Milwaukee Brewers,Final
745141,2024-08-06T23:45:00Z,St. Louis Cardinals,Tampa Bay Rays,Final
744983,2024-08-07T00:05:00Z,Texas Rangers,Houston Astros,Final
746840,2024-08-07T00:05:00Z,Chicago Cubs,Minnesota Twins,Final
746273,2024-08-07T00:10:00Z,Kansas City Royals,Boston Red Sox,Final
746519,2024-08-07T00:40:00Z,Colorado Rockies,New York Mets,Final
745221,2024-08-07T01:40:00Z,Seattle Mariners,Detroit Tigers,Final
745629,2024-08-07T01:40:00Z,Oakland Athletics,Chicago White Sox,Final
746120,2024-08-07T02:10:00Z,Los Angeles Dodgers,Philadelphia Phillies,Final
746602,2024-08-06T22:40:00Z,Cleveland Guardians,Arizona Diamondbacks,Final
745713,2024-08-06T23:05:00Z,New York Yankees,Los Angeles Angels,Final
746604,2024-08-07T17:10:00Z,Cleveland Guardians,Arizona Diamondbacks,Final
746602,2024-08-07T17:15:00Z,Cleveland Guardians,Arizona Diamondbacks,Final
746842,2024-08-07T18:20:00Z,Chicago Cubs,Minnesota Twins,Final
744981,2024-08-07T18:35:00Z,Texas Rangers,Houston Astros,Final
745630,2024-08-07T19:37:00Z,Oakland Athletics,Chicago White Sox,Final
745709,2024-08-07T20:05:00Z,New York Yankees,Los Angeles Angels,Final
745713,2024-08-07T20:10:00Z,New York Yankees,Los Angeles Angels,Final
745469,2024-08-07T22:40:00Z,Pittsburgh Pirates,San Diego Padres,Final
746031,2024-08-07T22:40:00Z,Miami Marlins,Cincinnati Reds,Final
744822,2024-08-07T22:45:00Z,Washington Nationals,San Francisco Giants,Final
744903,2024-08-07T23:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final
747085,2024-08-07T23:20:00Z,Atlanta Braves,Milwaukee Brewers,Final
745142,2024-08-07T23:45:00Z,St. Louis Cardinals,Tampa Bay Rays,Final
746272,2024-08-08T00:10:00Z,Kansas City Royals,Boston Red Sox,Final
746521,2024-08-08T00:40:00Z,Colorado Rockies,New York Mets,Final
745223,2024-08-08T01:40:00Z,Seattle Mariners,Detroit Tigers,Final
746115,2024-08-08T02:10:00Z,Los Angeles Dodgers,Philadelphia Phillies,Final
744819,2024-08-08T16:05:00Z,Washington Nationals,San Francisco Giants,Final
747081,2024-08-08T16:20:00Z,Atlanta Braves,Milwaukee Brewers,Final
745466,2024-08-08T16:35:00Z,Pittsburgh Pirates,San Diego Padres,Final
