gamePk,date,home_team,away_team,status,home_score,away_score
778320,2025-04-14T22:45:00Z,Philadelphia Phillies,San Francisco Giants,Final,4.0,10.0
778328,2025-04-14T23:05:00Z,Tampa Bay Rays,Boston Red Sox,Final,16.0,1.0
778327,2025-04-14T23:05:00Z,New York Yankees,Kansas City Royals,Final,4.0,1.0
778322,2025-04-14T23:07:00Z,Toronto Blue Jays,Atlanta Braves,Final,4.0,8.0
778324,2025-04-14T23:40:00Z,Minnesota Twins,New York Mets,Final,1.0,5.0
778323,2025-04-14T23:40:00Z,Milwaukee Brewers,Detroit Tigers,Final,1.0,9.0
778325,2025-04-14T23:45:00Z,St. Louis Cardinals,Houston Astros,Final,8.0,3.0
778315,2025-04-15T01:40:00Z,San Diego Padres,Chicago Cubs,Final,10.0,4.0
778326,2025-04-15T02:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final,5.0,3.0
778314,2025-04-15T22:40:00Z,Pittsburgh Pirates,Washington Nationals,Final,0.0,3.0
778316,2025-04-15T22:40:00Z,Cincinnati Reds,Seattle Mariners,Final,8.0,4.0
778318,2025-04-15T22:40:00Z,Miami Marlins,Arizona Diamondbacks,Final,4.0,10.0
778313,2025-04-15T22:45:00Z,Philadelphia Phillies,San Francisco Giants,Final,6.0,4.0
778317,2025-04-15T23:05:00Z,Baltimore Orioles,Cleveland Guardians,Final,3.0,6.0
778319,2025-04-15T23:05:00Z,Tampa Bay Rays,Boston Red Sox,Final,4.0,7.0
778312,2025-04-15T23:05:00Z,New York Yankees,Kansas City Royals,Final,4.0,2.0
778311,2025-04-15T23:07:00Z,Toronto Blue Jays,Atlanta Braves,Final,6.0,3.0
778307,2025-04-15T23:40:00Z,Minnesota Twins,New York Mets,Final,6.0,3.0
778309,2025-04-15T23:40:00Z,Chicago White Sox,Athletics,Final,3.0,12.0
778310,2025-04-15T23:40:00Z,Milwaukee Brewers,Detroit Tigers,Final,5.0,0.0
778308,2025-04-15T23:45:00Z,St. Louis Cardinals,Houston Astros,Final,0.0,2.0
778306,2025-04-16T00:05:00Z,Texas Rangers,Los Angeles Angels,Final,4.0,0.0
778305,2025-04-16T01:40:00Z,San Diego Padres,Chicago Cubs,Final,1.0,2.0
778302,2025-04-16T02:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final,6.0,2.0
778297,2025-04-16T17:07:00Z,Toronto Blue Jays,Atlanta Braves,Final,3.0,1.0
778299,2025-04-16T17:10:00Z,Minnesota Twins,New York Mets,Final,4.0,3.0
778295,2025-04-16T17:10:00Z,Milwaukee Brewers,Detroit Tigers,Final,5.0,1.0
778290,2025-04-16T17:15:00Z,St. Louis Cardinals,Houston Astros,Final,4.0,1.0
778288,2025-04-16T20:10:00Z,San Diego Padres,Chicago Cubs,Final,4.0,2.0
778301,2025-04-16T22:35:00Z,Baltimore Orioles,Cleveland Guardians,Final,9.0,1.0
778293,2025-04-16T22:40:00Z,Pittsburgh Pirates,Washington Nationals,Final,6.0,1.0
778304,2025-04-16T22:40:00Z,Cincinnati Reds,Seattle Mariners,Final,3.0,5.0
778303,2025-04-16T22:40:00Z,Miami Marlins,Arizona Diamondbacks,Final,2.0,6.0
778296,2025-04-16T22:45:00Z,Philadelphia Phillies,San Francisco Giants,Final,4.0,11.0
778298,2025-04-16T23:05:00Z,Tampa Bay Rays,Boston Red Sox,Final,0.0,1.0
778300,2025-04-16T23:05:00Z,New York Yankees,Kansas City Royals,Final,4.0,3.0
778294,2025-04-16T23:40:00Z,Chicago White Sox,Athletics,Final,1.0,3.0
778289,2025-04-17T00:05:00Z,Texas Rangers,Los Angeles Angels,Final,3.0,1.0
778287,2025-04-17T02:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final,8.0,7.0
778291,2025-04-17T16:10:00Z,Miami Marlins,Arizona Diamondbacks,Final,4.0,6.0
778280,2025-04-17T16:35:00Z,Pittsburgh Pirates,Washington Nationals,Final,1.0,0.0
778285,2025-04-17T16:40:00Z,Cincinnati Reds,Seattle Mariners,Final,7.0,11.0
778283,2025-04-17T18:10:00Z,Chicago White Sox,Athletics,Final,0.0,8.0
778279,2025-04-17T20:05:00Z,Philadelphia Phillies,San Francisco Giants,Final,6.0,4.0
778292,2025-04-17T22:35:00Z,Baltimore Orioles,Cleveland Guardians,Final,6.0,2.0
778286,2025-04-17T22:40:00Z,Detroit Tigers,Kansas City Royals,Final,6.0,1.0
778282,2025-04-17T23:05:00Z,Tampa Bay Rays,New York Yankees,Final,3.0,6.0
778278,2025-04-17T23:10:00Z,New York Mets,St. Louis Cardinals,Final,4.0,1.0
778281,2025-04-18T00:05:00Z,Texas Rangers,Los Angeles Angels,Final,5.0,3.0
778268,2025-04-18T18:20:00Z,Chicago Cubs,Arizona Diamondbacks,Final,13.0,11.0
778277,2025-04-18T22:40:00Z,Detroit Tigers,Kansas City Royals,Final,7.0,3.0
778271,2025-04-18T22:40:00Z,Pittsburgh Pirates,Cleveland Guardians,Final,7.0,10.0
778274,2025-04-18T22:45:00Z,Philadelphia Phillies,Miami Marlins,Final,7.0,2.0
778276,2025-04-18T23:05:00Z,Baltimore Orioles,Cincinnati Reds,Final,3.0,8.0
778272,2025-04-18T23:05:00Z,Tampa Bay Rays,New York Yankees,Final,0.0,1.0
778273,2025-04-18T23:07:00Z,Toronto Blue Jays,Seattle Mariners,Final,3.0,1.0
778270,2025-04-18T23:10:00Z,New York Mets,St. Louis Cardinals,Final,5.0,4.0
778275,2025-04-18T23:10:00Z,Boston Red Sox,Chicago White Sox,Final,10.0,3.0
778284,2025-04-18T23:15:00Z,Atlanta Braves,Minnesota Twins,Final,6.0,4.0
778263,2025-04-19T00:05:00Z,Texas Rangers,Los Angeles Dodgers,Final,0.0,3.0
778269,2025-04-19T00:10:00Z,Houston Astros,San Diego Padres,Final,6.0,4.0
778261,2025-04-19T00:10:00Z,Milwaukee Brewers,Athletics,Final,5.0,3.0
778260,2025-04-19T01:38:00Z,Los Angeles Angels,San Francisco Giants,Final,2.0,0.0
778266,2025-04-19T00:40:00Z,Colorado Rockies,Washington Nationals,Final,,
778252,2025-04-19T17:05:00Z,Philadelphia Phillies,Miami Marlins,Final,11.0,10.0
778265,2025-04-19T17:10:00Z,Detroit Tigers,Kansas City Royals,Final,3.0,1.0
778257,2025-04-19T18:20:00Z,Chicago Cubs,Arizona Diamondbacks,Final,6.0,2.0
778258,2025-04-19T19:07:00Z,Toronto Blue Jays,Seattle Mariners,Final,4.0,8.0
778262,2025-04-19T20:05:00Z,Baltimore Orioles,Cincinnati Reds,Final,9.0,5.0
778254,2025-04-19T20:05:00Z,Pittsburgh Pirates,Cleveland Guardians,Final,0.0,3.0
778256,2025-04-19T20:05:00Z,New York Mets,St. Louis Cardinals,Final,3.0,0.0
778251,2025-04-19T20:05:00Z,Texas Rangers,Los Angeles Dodgers,Final,4.0,3.0
778247,2025-04-19T20:10:00Z,Colorado Rockies,Washington Nationals,Final,11.0,12.0
778264,2025-04-19T20:10:00Z,Boston Red Sox,Chicago White Sox,Final,4.0,3.0
778255,2025-04-19T20:10:00Z,Tampa Bay Rays,New York Yankees,Final,10.0,8.0
778259,2025-04-19T23:10:00Z,Houston Astros,San Diego Padres,Final,3.0,2.0
778253,2025-04-19T23:10:00Z,Milwaukee Brewers,Athletics,Final,1.0,3.0
778267,2025-04-19T23:15:00Z,Atlanta Braves,Minnesota Twins,Final,4.0,3.0
778243,2025-04-20T01:38:00Z,Los Angeles Angels,San Francisco Giants,Final,2.0,3.0
778250,2025-04-20T17:35:00Z,Baltimore Orioles,Cincinnati Reds,Final,2.0,24.0
778242,2025-04-20T17:35:00Z,Pittsburgh Pirates,Cleveland Guardians,Final,4.0,5.0
778249,2025-04-20T17:35:00Z,Atlanta Braves,Minnesota Twins,Final,6.0,2.0
778245,2025-04-20T17:35:00Z,Boston Red Sox,Chicago White Sox,Final,4.0,8.0
778248,2025-04-20T17:35:00Z,Philadelphia Phillies,Miami Marlins,Final,5.0,7.0
778241,2025-04-20T17:37:00Z,Toronto Blue Jays,Seattle Mariners,Final,3.0,8.0
778246,2025-04-20T17:40:00Z,Detroit Tigers,Kansas City Royals,Final,3.0,4.0
778244,2025-04-20T17:40:00Z,New York Mets,St. Louis Cardinals,Final,7.0,4.0
778240,2025-04-20T17:40:00Z,Tampa Bay Rays,New York Yankees,Final,0.0,4.0
778239,2025-04-20T18:10:00Z,Milwaukee Brewers,Athletics,Final,14.0,1.0
778236,2025-04-20T18:20:00Z,Chicago Cubs,Arizona Diamondbacks,Final,2.0,3.0
778234,2025-04-20T18:35:00Z,Texas Rangers,Los Angeles Dodgers,Final,0.0,1.0
778235,2025-04-20T19:10:00Z,Colorado Rockies,Washington Nationals,Final,2.0,3.0
778266,2025-04-21T00:10:00Z,Colorado Rockies,Washington Nationals,Final,3.0,1.0
778232,2025-04-20T20:07:00Z,Los Angeles Angels,San Francisco Giants,Final,5.0,4.0
778237,2025-04-20T23:10:00Z,Houston Astros,San Diego Padres,Final,2.0,3.0
778238,2025-04-21T15:10:00Z,Boston Red Sox,Chicago White Sox,Final,4.0,2.0
778227,2025-04-21T22:10:00Z,Cleveland Guardians,New York Yankees,Final,6.0,4.0
778228,2025-04-21T22:40:00Z,Detroit Tigers,San Diego Padres,Final,6.0,4.0
778230,2025-04-21T22:40:00Z,Miami Marlins,Cincinnati Reds,Final,6.0,3.0
778225,2025-04-21T23:10:00Z,New York Mets,Philadelphia Phillies,Final,5.0,4.0
778233,2025-04-21T23:15:00Z,Atlanta Braves,St. Louis Cardinals,Final,7.0,6.0
778231,2025-04-22T00:10:00Z,Houston Astros,Toronto Blue Jays,Final,7.0,0.0
778226,2025-04-22T01:45:00Z,San Francisco Giants,Milwaukee Brewers,Final,5.0,2.0
778218,2025-04-22T22:10:00Z,Cleveland Guardians,New York Yankees,Final,3.0,2.0
778221,2025-04-22T22:40:00Z,Detroit Tigers,San Diego Padres,Final,0.0,2.0
778219,2025-04-22T22:40:00Z,Miami Marlins,Cincinnati Reds,Final,4.0,3.0
778222,2025-04-22T22:45:00Z,Washington Nationals,Baltimore Orioles,Final,7.0,0.0
778224,2025-04-22T22:45:00Z,Boston Red Sox,Seattle Mariners,Final,8.0,3.0
778223,2025-04-22T23:10:00Z,New York Mets,Philadelphia Phillies,Final,5.0,1.0
778229,2025-04-22T23:15:00Z,Atlanta Braves,St. Louis Cardinals,Final,4.0,10.0
778215,2025-04-22T23:40:00Z,Kansas City Royals,Colorado Rockies,Final,4.0,3.0
778220,2025-04-22T23:40:00Z,Chicago Cubs,Los Angeles Dodgers,Final,11.0,10.0
778216,2025-04-22T23:40:00Z,Minnesota Twins,Chicago White Sox,Final,4.0,2.0
778217,2025-04-23T00:10:00Z,Houston Astros,Toronto Blue Jays,Final,5.0,1.0
778211,2025-04-23T01:38:00Z,Los Angeles Angels,Pittsburgh Pirates,Final,3.0,9.0
778212,2025-04-23T01:40:00Z,Arizona Diamondbacks,Tampa Bay Rays,Final,5.0,1.0
778210,2025-04-23T01:45:00Z,San Francisco Giants,Milwaukee Brewers,Final,3.0,11.0
778213,2025-04-23T02:05:00Z,Athletics,Texas Rangers,Final,5.0,8.0
778214,2025-04-23T16:15:00Z,Atlanta Braves,St. Louis Cardinals,Final,4.0,1.0
778209,2025-04-23T17:10:00Z,Detroit Tigers,San Diego Padres,Final,6.0,0.0
778203,2025-04-23T17:10:00Z,New York Mets,Philadelphia Phillies,Final,4.0,3.0
778208,2025-04-23T17:10:00Z,Miami Marlins,Cincinnati Reds,Final,2.0,5.0
778206,2025-04-23T17:10:00Z,Cleveland Guardians,New York Yankees,Final,1.0,5.0
778204,2025-04-23T22:45:00Z,Washington Nationals,Baltimore Orioles,Final,4.0,3.0
778207,2025-04-23T22:45:00Z,Boston Red Sox,Seattle Mariners,Final,5.0,8.0
778205,2025-04-23T23:00:00Z,Chicago Cubs,Los Angeles Dodgers,Final,7.0,6.0
778200,2025-04-23T23:40:00Z,Houston Astros,Toronto Blue Jays,Final,3.0,1.0
778201,2025-04-23T23:40:00Z,Minnesota Twins,Chicago White Sox,Final,6.0,3.0
778202,2025-04-24T01:38:00Z,Los Angeles Angels,Pittsburgh Pirates,Final,0.0,3.0
778199,2025-04-24T01:40:00Z,Arizona Diamondbacks,Tampa Bay Rays,Final,6.0,7.0
778198,2025-04-24T01:45:00Z,San Francisco Giants,Milwaukee Brewers,Final,4.0,2.0
778197,2025-04-24T02:05:00Z,Athletics,Texas Rangers,Final,5.0,2.0
778195,2025-04-23T23:40:00Z,Kansas City Royals,Colorado Rockies,Final,,
778189,2025-04-24T17:10:00Z,Minnesota Twins,Chicago White Sox,Final,0.0,3.0
778196,2025-04-24T17:35:00Z,Boston Red Sox,Seattle Mariners,Final,3.0,4.0
778190,2025-04-24T18:10:00Z,Kansas City Royals,Colorado Rockies,Final,7.0,4.0
778195,2025-04-24T18:15:00Z,Kansas City Royals,Colorado Rockies,Final,6.0,2.0
778194,2025-04-24T19:45:00Z,San Francisco Giants,Milwaukee Brewers,Final,6.0,5.0
778193,2025-04-24T22:45:00Z,Washington Nationals,Baltimore Orioles,Final,1.0,2.0
778191,2025-04-25T01:29:00Z,Los Angeles Angels,Pittsburgh Pirates,Final,4.0,3.0
778188,2025-04-25T01:40:00Z,Arizona Diamondbacks,Tampa Bay Rays,Final,4.0,7.0
778192,2025-04-25T02:05:00Z,Athletics,Texas Rangers,Final,4.0,3.0
778182,2025-04-25T18:20:00Z,Chicago Cubs,Philadelphia Phillies,Final,4.0,0.0
778183,2025-04-25T22:45:00Z,Washington Nationals,New York Mets,Final,5.0,4.0
778185,2025-04-25T23:05:00Z,New York Yankees,Toronto Blue Jays,Final,2.0,4.0
778187,2025-04-25T23:40:00Z,Kansas City Royals,Houston Astros,Final,2.0,0.0
778186,2025-04-25T23:40:00Z,Minnesota Twins,Los Angeles Angels,Final,11.0,4.0
778184,2025-04-26T00:15:00Z,St. Louis Cardinals,Milwaukee Brewers,Final,3.0,2.0
778181,2025-04-26T00:40:00Z,Colorado Rockies,Cincinnati Reds,Final,7.0,8.0
778172,2025-04-26T01:40:00Z,San Diego Padres,Tampa Bay Rays,Final,0.0,1.0
778177,2025-04-26T01:40:00Z,Arizona Diamondbacks,Atlanta Braves,Final,2.0,8.0
778175,2025-04-26T01:40:00Z,Seattle Mariners,Miami Marlins,Final,4.0,8.0
778178,2025-04-26T02:05:00Z,Athletics,Chicago White Sox,Final,6.0,5.0
778176,2025-04-26T02:10:00Z,Los Angeles Dodgers,Pittsburgh Pirates,Final,0.0,3.0
778171,2025-04-26T02:15:00Z,San Francisco Giants,Texas Rangers,Final,0.0,2.0
778180,2025-04-25T22:40:00Z,Detroit Tigers,Baltimore Orioles,Final,,
778179,2025-04-25T23:10:00Z,Cleveland Guardians,Boston Red Sox,Final,,
778179,2025-04-26T17:10:00Z,Cleveland Guardians,Boston Red Sox,Final,5.0,4.0
778169,2025-04-26T22:10:00Z,Cleveland Guardians,Boston Red Sox,Final,3.0,7.0
778168,2025-04-26T17:10:00Z,Detroit Tigers,Baltimore Orioles,Final,4.0,3.0
778180,2025-04-26T22:10:00Z,Detroit Tigers,Baltimore Orioles,Final,6.0,2.0
778166,2025-04-26T18:10:00Z,Minnesota Twins,Los Angeles Angels,Final,5.0,1.0
778164,2025-04-26T18:15:00Z,St. Louis Cardinals,Milwaukee Brewers,Final,6.0,5.0
778161,2025-04-26T19:10:00Z,Colorado Rockies,Cincinnati Reds,Final,4.0,6.0
778173,2025-04-26T20:05:00Z,Washington Nationals,New York Mets,Final,0.0,2.0
778159,2025-04-26T20:05:00Z,San Francisco Giants,Texas Rangers,Final,3.0,2.0
778174,2025-04-26T20:05:00Z,Chicago Cubs,Philadelphia Phillies,Final,4.0,10.0
778165,2025-04-26T20:05:00Z,Athletics,Chicago White Sox,Final,3.0,10.0
778167,2025-04-26T23:10:00Z,Kansas City Royals,Houston Astros,Final,2.0,0.0
778162,2025-04-27T00:10:00Z,Arizona Diamondbacks,Atlanta Braves,Final,7.0,8.0
778160,2025-04-27T00:40:00Z,San Diego Padres,Tampa Bay Rays,Final,1.0,4.0
778163,2025-04-27T01:10:00Z,Los Angeles Dodgers,Pittsburgh Pirates,Final,8.0,4.0
778154,2025-04-27T01:40:00Z,Seattle Mariners,Miami Marlins,Final,14.0,0.0
778170,2025-04-26T17:05:00Z,New York Yankees,Toronto Blue Jays,Final,,
778153,2025-04-27T17:35:00Z,Washington Nationals,New York Mets,Final,8.0,7.0
778156,2025-04-27T17:35:00Z,New York Yankees,Toronto Blue Jays,Final,11.0,2.0
778170,2025-04-27T17:40:00Z,New York Yankees,Toronto Blue Jays,Final,5.0,1.0
778157,2025-04-27T17:40:00Z,Cleveland Guardians,Boston Red Sox,Final,3.0,13.0
778155,2025-04-27T17:40:00Z,Detroit Tigers,Baltimore Orioles,Final,7.0,0.0
778144,2025-04-27T17:40:00Z,Minnesota Twins,Los Angeles Angels,Final,5.0,0.0
778152,2025-04-27T18:10:00Z,Kansas City Royals,Houston Astros,Final,3.0,7.0
778150,2025-04-27T18:15:00Z,St. Louis Cardinals,Milwaukee Brewers,Final,1.0,7.0
778148,2025-04-27T19:10:00Z,Colorado Rockies,Cincinnati Reds,Final,1.0,8.0
778151,2025-04-27T20:05:00Z,San Francisco Giants,Texas Rangers,Final,3.0,2.0
778149,2025-04-27T20:05:00Z,Athletics,Chicago White Sox,Final,3.0,2.0
778145,2025-04-27T20:10:00Z,Los Angeles Dodgers,Pittsburgh Pirates,Final,9.0,2.0
778146,2025-04-27T20:10:00Z,San Diego Padres,Tampa Bay Rays,Final,2.0,4.0
778147,2025-04-27T20:10:00Z,Arizona Diamondbacks,Atlanta Braves,Final,6.0,4.0
778136,2025-04-27T20:10:00Z,Seattle Mariners,Miami Marlins,Final,7.0,6.0
778158,2025-04-27T23:10:00Z,Chicago Cubs,Philadelphia Phillies,Final,1.0,3.0
778138,2025-04-28T20:05:00Z,Washington Nationals,New York Mets,Final,5.0,19.0
778139,2025-04-28T22:10:00Z,Cleveland Guardians,Minnesota Twins,Final,1.0,11.0
778140,2025-04-28T22:35:00Z,Baltimore Orioles,New York Yankees,Final,4.0,3.0
778141,2025-04-28T22:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final,3.0,1.0
778143,2025-04-29T00:05:00Z,Texas Rangers,Athletics,Final,1.0,2.0
778142,2025-04-29T00:10:00Z,Houston Astros,Detroit Tigers,Final,8.0,5.0
778137,2025-04-29T00:40:00Z,Colorado Rockies,Atlanta Braves,Final,3.0,6.0
778132,2025-04-29T02:10:00Z,Los Angeles Dodgers,Miami Marlins,Final,7.0,6.0
778129,2025-04-29T22:10:00Z,Cleveland Guardians,Minnesota Twins,Final,2.0,1.0
778133,2025-04-29T22:35:00Z,Baltimore Orioles,New York Yankees,Final,3.0,15.0
778135,2025-04-29T22:40:00Z,Pittsburgh Pirates,Chicago Cubs,Final,0.0,9.0
778131,2025-04-29T22:45:00Z,Philadelphia Phillies,Washington Nationals,Final,7.0,6.0
778128,2025-04-29T23:05:00Z,Tampa Bay Rays,Kansas City Royals,Final,1.0,3.0
778127,2025-04-29T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final,2.0,10.0
778130,2025-04-29T23:10:00Z,New York Mets,Arizona Diamondbacks,Final,8.0,3.0
778125,2025-04-29T23:40:00Z,Chicago White Sox,Milwaukee Brewers,Final,2.0,7.0
778122,2025-04-30T00:05:00Z,Texas Rangers,Athletics,Final,15.0,2.0
778124,2025-04-30T00:10:00Z,Houston Astros,Detroit Tigers,Final,6.0,4.0
778120,2025-04-30T00:40:00Z,Colorado Rockies,Atlanta Braves,Final,2.0,8.0
778121,2025-04-30T01:40:00Z,Seattle Mariners,Los Angeles Angels,Final,5.0,3.0
778126,2025-04-30T01:40:00Z,San Diego Padres,San Francisco Giants,Final,7.0,4.0
778123,2025-04-30T02:10:00Z,Los Angeles Dodgers,Miami Marlins,Final,15.0,2.0
778134,2025-04-29T22:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final,,
778134,2025-04-30T16:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final,0.0,6.0
778119,2025-04-30T22:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final,1.0,9.0
778110,2025-04-30T18:10:00Z,Houston Astros,Detroit Tigers,Final,4.0,7.0
778102,2025-04-30T19:10:00Z,Colorado Rockies,Atlanta Braves,Final,2.0,1.0
778109,2025-04-30T19:10:00Z,Los Angeles Dodgers,Miami Marlins,Final,12.0,7.0
778104,2025-04-30T20:10:00Z,Seattle Mariners,Los Angeles Angels,Final,9.0,3.0
778105,2025-04-30T20:10:00Z,San Diego Padres,San Francisco Giants,Final,5.0,3.0
778116,2025-04-30T22:10:00Z,Cleveland Guardians,Minnesota Twins,Final,4.0,2.0
778115,2025-04-30T22:35:00Z,Baltimore Orioles,New York Yankees,Final,5.0,4.0
778112,2025-04-30T22:40:00Z,Pittsburgh Pirates,Chicago Cubs,Final,4.0,3.0
778118,2025-04-30T22:45:00Z,Philadelphia Phillies,Washington Nationals,Final,7.0,2.0
778113,2025-04-30T23:05:00Z,Tampa Bay Rays,Kansas City Royals,Final,0.0,3.0
778114,2025-04-30T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final,7.0,6.0
778117,2025-04-30T23:10:00Z,New York Mets,Arizona Diamondbacks,Final,3.0,4.0
778111,2025-04-30T23:40:00Z,Chicago White Sox,Milwaukee Brewers,Final,4.0,6.0
778106,2025-05-01T00:05:00Z,Texas Rangers,Athletics,Final,1.0,7.0
778100,2025-05-01T16:35:00Z,Pittsburgh Pirates,Chicago Cubs,Final,3.0,8.0
778107,2025-05-01T16:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final,9.0,1.0
778103,2025-05-01T17:10:00Z,New York Mets,Arizona Diamondbacks,Final,2.0,4.0
778097,2025-05-01T17:10:00Z,Tampa Bay Rays,Kansas City Royals,Final,2.0,8.0
778108,2025-05-01T17:10:00Z,Cleveland Guardians,Minnesota Twins,Final,4.0,3.0
778094,2025-05-01T18:10:00Z,Chicago White Sox,Milwaukee Brewers,Final,8.0,0.0
778096,2025-05-01T18:35:00Z,Texas Rangers,Athletics,Final,0.0,3.0
778099,2025-05-01T22:45:00Z,Philadelphia Phillies,Washington Nationals,Final,2.0,4.0
778095,2025-05-01T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final,4.0,2.0
778101,2025-05-02T01:38:00Z,Los Angeles Angels,Detroit Tigers,Final,4.0,10.0
778098,2025-05-02T01:45:00Z,San Francisco Giants,Colorado Rockies,Final,3.0,4.0
778087,2025-05-02T22:10:00Z,Cincinnati Reds,Washington Nationals,Final,6.0,1.0
778090,2025-05-02T22:40:00Z,Pittsburgh Pirates,San Diego Padres,Final,4.0,9.0
778086,2025-05-02T22:45:00Z,Philadelphia Phillies,Arizona Diamondbacks,Final,3.0,2.0
778093,2025-05-02T23:05:00Z,Baltimore Orioles,Kansas City Royals,Final,3.0,0.0
778088,2025-05-02T23:05:00Z,New York Yankees,Tampa Bay Rays,Final,3.0,0.0
778081,2025-05-02T23:07:00Z,Toronto Blue Jays,Cleveland Guardians,Final,5.0,3.0
778089,2025-05-02T23:10:00Z,Boston Red Sox,Minnesota Twins,Final,6.0,1.0
778091,2025-05-02T23:10:00Z,Miami Marlins,Athletics,Final,1.0,6.0
778092,2025-05-02T23:15:00Z,Atlanta Braves,Los Angeles Dodgers,Final,1.0,2.0
778079,2025-05-02T23:40:00Z,Chicago White Sox,Houston Astros,Final,7.0,3.0
778083,2025-05-03T00:05:00Z,Texas Rangers,Seattle Mariners,Final,1.0,13.0
778080,2025-05-03T00:10:00Z,Milwaukee Brewers,Chicago Cubs,Final,0.0,10.0
778084,2025-05-03T00:15:00Z,St. Louis Cardinals,New York Mets,Final,3.0,9.0
778085,2025-05-03T01:38:00Z,Los Angeles Angels,Detroit Tigers,Final,1.0,9.0
778082,2025-05-03T02:15:00Z,San Francisco Giants,Colorado Rockies,Final,4.0,0.0
778074,2025-05-03T17:05:00Z,New York Yankees,Tampa Bay Rays,Final,2.0,3.0
778066,2025-05-03T18:10:00Z,Chicago White Sox,Houston Astros,Final,3.0,8.0
778064,2025-05-03T19:07:00Z,Toronto Blue Jays,Cleveland Guardians,Final,3.0,5.0
778065,2025-05-03T20:05:00Z,Pittsburgh Pirates,San Diego Padres,Final,1.0,2.0
778069,2025-05-03T20:05:00Z,San Francisco Giants,Colorado Rockies,Final,6.0,3.0
778073,2025-05-03T20:10:00Z,Boston Red Sox,Minnesota Twins,Final,3.0,4.0
778075,2025-05-03T20:10:00Z,Miami Marlins,Athletics,Final,9.0,6.0
778078,2025-05-03T22:05:00Z,Philadelphia Phillies,Arizona Diamondbacks,Final,7.0,2.0
778077,2025-05-03T22:40:00Z,Cincinnati Reds,Washington Nationals,Final,6.0,11.0
778070,2025-05-03T23:05:00Z,Texas Rangers,Seattle Mariners,Final,1.0,2.0
778071,2025-05-03T23:10:00Z,Milwaukee Brewers,Chicago Cubs,Final,2.0,6.0
778072,2025-05-03T23:15:00Z,Baltimore Orioles,Kansas City Royals,Final,0.0,4.0
778076,2025-05-03T23:15:00Z,Atlanta Braves,Los Angeles Dodgers,Final,3.0,10.0
778067,2025-05-04T01:38:00Z,Los Angeles Angels,Detroit Tigers,Final,5.0,2.0
778068,2025-05-03T18:15:00Z,St. Louis Cardinals,New York Mets,Final,,
778053,2025-05-04T17:15:00Z,St. Louis Cardinals,New York Mets,Final,6.0,5.0
778068,2025-05-04T22:15:00Z,St. Louis Cardinals,New York Mets,Final,5.0,4.0
778062,2025-05-04T17:35:00Z,Baltimore Orioles,Kansas City Royals,Final,6.0,11.0
778051,2025-05-04T17:35:00Z,Pittsburgh Pirates,San Diego Padres,Final,0.0,4.0
778063,2025-05-04T17:35:00Z,Boston Red Sox,Minnesota Twins,Final,4.0,5.0
778057,2025-05-04T17:35:00Z,New York Yankees,Tampa Bay Rays,Final,5.0,7.0
778056,2025-05-04T17:37:00Z,Toronto Blue Jays,Cleveland Guardians,Final,4.0,5.0
778061,2025-05-04T17:40:00Z,Miami Marlins,Athletics,Final,2.0,3.0
778059,2025-05-04T18:05:00Z,Philadelphia Phillies,Arizona Diamondbacks,Final,9.0,11.0
778055,2025-05-04T18:10:00Z,Chicago White Sox,Houston Astros,Final,5.0,4.0
778054,2025-05-04T18:10:00Z,Milwaukee Brewers,Chicago Cubs,Final,4.0,0.0
778052,2025-05-04T18:35:00Z,Texas Rangers,Seattle Mariners,Final,8.0,1.0
778048,2025-05-04T20:05:00Z,San Francisco Giants,Colorado Rockies,Final,9.0,3.0
778050,2025-05-04T20:07:00Z,Los Angeles Angels,Detroit Tigers,Final,1.0,13.0
778058,2025-05-04T20:10:00Z,Cincinnati Reds,Washington Nationals,Final,1.0,4.0
778060,2025-05-04T23:10:00Z,Atlanta Braves,Los Angeles Dodgers,Final,4.0,3.0
778047,2025-05-05T22:40:00Z,Miami Marlins,Los Angeles Dodgers,Final,4.0,7.0
778045,2025-05-05T23:05:00Z,New York Yankees,San Diego Padres,Final,3.0,4.0
778049,2025-05-05T23:15:00Z,Atlanta Braves,Cincinnati Reds,Final,4.0,0.0
778044,2025-05-05T23:40:00Z,Chicago Cubs,San Francisco Giants,Final,9.0,2.0
778043,2025-05-05T23:40:00Z,Kansas City Royals,Chicago White Sox,Final,3.0,0.0
778042,2025-05-05T23:40:00Z,Milwaukee Brewers,Houston Astros,Final,5.0,1.0
778036,2025-05-05T23:45:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final,6.0,3.0
778039,2025-05-06T01:40:00Z,Arizona Diamondbacks,New York Mets,Final,4.0,5.0
778038,2025-05-06T02:05:00Z,Athletics,Seattle Mariners,Final,7.0,6.0
