gamePk,date,home_team,away_team,status,home_score,away_score
779129,2025-03-01T18:05:00Z,Baltimore Orioles,Pittsburgh Pirates,Final,2.0,5.0
779079,2025-03-01T18:05:00Z,St. Louis Cardinals,Washington Nationals,Final,3.0,2.0
778970,2025-03-01T18:05:00Z,Tampa Bay Rays,New York Mets,Final,1.0,10.0
778774,2025-03-01T18:05:00Z,Boston Red Sox,Minnesota Twins,Final,8.0,4.0
779111,2025-03-01T18:05:00Z,Detroit Tigers,Philadelphia Phillies,Final,1.0,0.0
778704,2025-03-01T18:05:00Z,Atlanta Braves,Toronto Blue Jays,Final,1.0,1.0
779051,2025-03-01T18:05:00Z,New York Yankees,Houston Astros,Final,9.0,3.0
778756,2025-03-01T20:05:00Z,Chicago Cubs,Cleveland Guardians,Final,7.0,4.0
778831,2025-03-01T20:05:00Z,Cincinnati Reds,San Diego Padres,Final,7.0,3.0
778858,2025-03-01T20:05:00Z,Los Angeles Dodgers,San Francisco Giants,Final,6.0,5.0
778801,2025-03-01T20:10:00Z,Arizona Diamondbacks,Colorado Rockies,Final,8.0,4.0
779157,2025-03-01T20:10:00Z,Los Angeles Angels,Athletics,Final,5.0,0.0
779018,2025-03-01T20:10:00Z,Seattle Mariners,Chicago White Sox,Final,9.0,18.0
779099,2025-03-01T20:10:00Z,Milwaukee Brewers,Texas Rangers,Final,9.0,4.0
778730,2025-03-01T23:05:00Z,Washington Nationals,Miami Marlins,Final,7.0,0.0
778936,2025-03-02T01:05:00Z,Kansas City Royals,Chicago Cubs,Final,1.0,11.0
778732,2025-03-02T18:05:00Z,Houston Astros,Washington Nationals,Final,3.0,4.0
778769,2025-03-02T18:05:00Z,Boston Red Sox,New York Mets,Final,6.0,4.0
779036,2025-03-02T18:05:00Z,Pittsburgh Pirates,Detroit Tigers,Final,4.0,10.0
778881,2025-03-02T18:05:00Z,Minnesota Twins,Tampa Bay Rays,Final,5.0,5.0
778912,2025-03-02T18:05:00Z,Philadelphia Phillies,Baltimore Orioles,Final,5.0,4.0
778706,2025-03-02T18:05:00Z,Atlanta Braves,New York Yankees,Final,11.0,1.0
778957,2025-03-02T18:07:00Z,Toronto Blue Jays,Philadelphia Phillies,Final,5.0,4.0
779078,2025-03-02T18:10:00Z,Miami Marlins,St. Louis Cardinals,Final,5.0,3.0
778749,2025-03-02T20:05:00Z,Chicago Cubs,Cincinnati Reds,Final,3.0,7.0
779146,2025-03-02T20:05:00Z,Athletics,Los Angeles Dodgers,Final,4.0,8.0
778986,2025-03-02T20:05:00Z,San Francisco Giants,Los Angeles Angels,Final,9.0,5.0
778935,2025-03-02T20:05:00Z,Texas Rangers,Arizona Diamondbacks,Final,6.0,3.0
778860,2025-03-02T20:05:00Z,Los Angeles Dodgers,Chicago White Sox,Final,6.0,3.0
778833,2025-03-02T20:05:00Z,Cleveland Guardians,Milwaukee Brewers,Final,12.0,12.0
779013,2025-03-02T20:10:00Z,San Diego Padres,Kansas City Royals,Final,4.0,10.0
778799,2025-03-02T20:10:00Z,Colorado Rockies,Seattle Mariners,Final,6.0,1.0
779128,2025-03-03T18:05:00Z,Baltimore Orioles,Boston Red Sox,Final,6.0,6.0
779112,2025-03-03T18:05:00Z,Detroit Tigers,Toronto Blue Jays,Final,3.0,13.0
778973,2025-03-03T18:05:00Z,Tampa Bay Rays,Atlanta Braves,Final,5.0,4.0
779076,2025-03-03T18:10:00Z,Miami Marlins,Houston Astros,Final,3.0,5.0
778940,2025-03-03T20:05:00Z,Kansas City Royals,Texas Rangers,Final,6.0,3.0
778859,2025-03-03T20:05:00Z,Chicago White Sox,Athletics,Final,4.0,5.0
778802,2025-03-03T20:10:00Z,Arizona Diamondbacks,Chicago Cubs,Final,10.0,2.0
779156,2025-03-03T20:10:00Z,Los Angeles Angels,Colorado Rockies,Final,4.0,8.0
779012,2025-03-03T20:10:00Z,Seattle Mariners,Cleveland Guardians,Final,7.0,2.0
778895,2025-03-03T23:10:00Z,New York Mets,Miami Marlins,Final,1.0,1.0
779050,2025-03-03T23:35:00Z,New York Yankees,Pittsburgh Pirates,Final,12.0,3.0
778829,2025-03-04T01:05:00Z,Cincinnati Reds,Milwaukee Brewers,Final,5.0,4.0
779033,2025-03-04T18:05:00Z,Pittsburgh Pirates,Boston Red Sox,Final,4.0,12.0
778733,2025-03-04T18:05:00Z,Washington Nationals,St. Louis Cardinals,Final,4.0,6.0
779077,2025-03-04T18:05:00Z,St. Louis Cardinals,New York Mets,Final,6.0,1.0
778974,2025-03-04T18:05:00Z,Tampa Bay Rays,Detroit Tigers,Final,4.0,1.0
778708,2025-03-04T18:05:00Z,Atlanta Braves,Minnesota Twins,Final,0.0,0.0
778909,2025-03-04T18:05:00Z,Philadelphia Phillies,New York Yankees,Final,3.0,12.0
778825,2025-03-04T20:05:00Z,Cleveland Guardians,Los Angeles Angels,Final,8.0,1.0
778750,2025-03-04T20:05:00Z,Chicago Cubs,San Diego Padres,Final,16.0,1.0
778933,2025-03-04T20:05:00Z,Texas Rangers,Athletics,Final,3.0,6.0
778798,2025-03-04T20:10:00Z,Colorado Rockies,Cincinnati Reds,Final,9.0,5.0
779011,2025-03-04T20:10:00Z,San Diego Padres,San Francisco Giants,Final,1.0,1.0
778857,2025-03-05T01:05:00Z,Los Angeles Dodgers,Cincinnati Reds,Final,4.0,2.0
778735,2025-03-05T18:05:00Z,Houston Astros,St. Louis Cardinals,Final,6.0,5.0
778770,2025-03-05T18:05:00Z,Boston Red Sox,Tampa Bay Rays,Final,4.0,2.0
779034,2025-03-05T18:05:00Z,Pittsburgh Pirates,Toronto Blue Jays,Final,7.0,6.0
778878,2025-03-05T18:05:00Z,Minnesota Twins,Baltimore Orioles,Final,2.0,5.0
779113,2025-03-05T18:05:00Z,Detroit Tigers,Philadelphia Phillies,Final,17.0,7.0
779074,2025-03-05T18:10:00Z,Miami Marlins,Washington Nationals,Final,7.0,8.0
778828,2025-03-05T20:05:00Z,Cincinnati Reds,Texas Rangers,Final,3.0,5.0
778855,2025-03-05T20:05:00Z,Chicago White Sox,Milwaukee Brewers,Final,2.0,3.0
779155,2025-03-05T20:10:00Z,Los Angeles Angels,Los Angeles Dodgers,Final,3.0,5.0
779014,2025-03-05T20:10:00Z,San Diego Padres,Colorado Rockies,Final,3.0,4.0
778796,2025-03-05T20:10:00Z,Arizona Diamondbacks,San Francisco Giants,Final,5.0,11.0
779096,2025-03-05T20:10:00Z,Milwaukee Brewers,Chicago White Sox,Final,2.0,8.0
778934,2025-03-06T01:05:00Z,Kansas City Royals,Seattle Mariners,Final,9.0,6.0
779073,2025-03-06T18:05:00Z,St. Louis Cardinals,Washington Nationals,Final,1.0,12.0
778910,2025-03-06T18:05:00Z,Philadelphia Phillies,Tampa Bay Rays,Final,4.0,5.0
779046,2025-03-06T18:05:00Z,New York Yankees,Minnesota Twins,Final,4.0,8.0
778953,2025-03-06T18:07:00Z,Toronto Blue Jays,Boston Red Sox,Final,7.0,4.0
778856,2025-03-06T20:05:00Z,Los Angeles Dodgers,Texas Rangers,Final,8.0,4.0
778932,2025-03-06T20:05:00Z,Texas Rangers,San Diego Padres,Final,8.0,2.0
778987,2025-03-06T20:05:00Z,San Francisco Giants,Chicago White Sox,Final,7.0,3.0
779127,2025-03-06T23:05:00Z,Baltimore Orioles,Pittsburgh Pirates,Final,5.0,9.0
778699,2025-03-06T23:05:00Z,Atlanta Braves,Miami Marlins,Final,1.0,1.0
778893,2025-03-06T23:10:00Z,New York Mets,Houston Astros,Final,1.0,5.0
778830,2025-03-07T01:05:00Z,Cleveland Guardians,Arizona Diamondbacks,Final,4.0,0.0
778752,2025-03-07T01:05:00Z,Chicago Cubs,Kansas City Royals,Final,3.0,9.0
779147,2025-03-07T01:15:00Z,Athletics,Milwaukee Brewers,Final,0.0,10.0
779015,2025-03-07T01:40:00Z,Seattle Mariners,Los Angeles Angels,Final,5.0,5.0
778797,2025-03-07T01:40:00Z,Arizona Diamondbacks,Seattle Mariners,Final,11.0,4.0
778971,2025-03-07T18:05:00Z,Tampa Bay Rays,Minnesota Twins,Final,9.0,9.0
779032,2025-03-07T18:05:00Z,Pittsburgh Pirates,Philadelphia Phillies,Final,3.0,2.0
778874,2025-03-07T18:05:00Z,Minnesota Twins,Atlanta Braves,Final,7.0,1.0
778773,2025-03-07T18:05:00Z,Boston Red Sox,Miami Marlins,Final,20.0,5.0
778929,2025-03-07T20:05:00Z,Kansas City Royals,Los Angeles Angels,Final,8.0,2.0
779141,2025-03-07T20:05:00Z,Athletics,Cleveland Guardians,Final,5.0,12.0
779109,2025-03-07T23:05:00Z,Detroit Tigers,Baltimore Orioles,Final,11.0,7.0
778734,2025-03-07T23:05:00Z,Washington Nationals,New York Mets,Final,5.0,4.0
779075,2025-03-07T23:05:00Z,St. Louis Cardinals,Houston Astros,Final,6.0,4.0
779045,2025-03-07T23:35:00Z,New York Yankees,Toronto Blue Jays,Final,8.0,7.0
779016,2025-03-08T01:40:00Z,Seattle Mariners,Los Angeles Dodgers,Final,4.0,6.0
778826,2025-03-07T20:05:00Z,Cincinnati Reds,San Francisco Giants,Final,,
778854,2025-03-07T20:05:00Z,Chicago White Sox,Chicago Cubs,Final,,
779154,2025-03-07T20:10:00Z,Los Angeles Angels,Arizona Diamondbacks,Final,,
779097,2025-03-07T20:10:00Z,Milwaukee Brewers,San Diego Padres,Final,,
778795,2025-03-08T01:40:00Z,Colorado Rockies,Texas Rangers,Final,,
778724,2025-03-08T17:05:00Z,Washington Nationals,St. Louis Cardinals,Final,3.0,5.0
779126,2025-03-08T18:05:00Z,Baltimore Orioles,Tampa Bay Rays,Final,3.0,6.0
778873,2025-03-08T18:05:00Z,Minnesota Twins,Boston Red Sox,Final,9.0,8.0
778908,2025-03-08T18:05:00Z,Philadelphia Phillies,Toronto Blue Jays,Final,5.0,4.0
778697,2025-03-08T18:05:00Z,Atlanta Braves,Pittsburgh Pirates,Final,6.0,5.0
778955,2025-03-08T18:07:00Z,Toronto Blue Jays,Detroit Tigers,Final,5.0,0.0
778827,2025-03-08T20:05:00Z,Cincinnati Reds,Arizona Diamondbacks,Final,9.0,8.0
778751,2025-03-08T20:05:00Z,Chicago Cubs,Seattle Mariners,Final,9.0,8.0
778989,2025-03-08T20:05:00Z,San Francisco Giants,Kansas City Royals,Final,7.0,3.0
778930,2025-03-08T20:05:00Z,Texas Rangers,Kansas City Royals,Final,5.0,3.0
778853,2025-03-08T20:05:00Z,Chicago White Sox,Los Angeles Dodgers,Final,5.0,2.0
778792,2025-03-08T20:10:00Z,Colorado Rockies,Athletics,Final,1.0,8.0
779008,2025-03-08T20:10:00Z,San Diego Padres,Cleveland Guardians,Final,7.0,2.0
779095,2025-03-08T20:10:00Z,Milwaukee Brewers,Los Angeles Angels,Final,2.0,6.0
789465,2025-03-08T21:05:00Z,Athletics,Arizona Diamondbacks,Final,4.0,2.0
778731,2025-03-08T23:05:00Z,Houston Astros,New York Yankees,Final,5.0,2.0
779071,2025-03-08T23:40:00Z,Miami Marlins,New York Mets,Final,3.0,7.0
779110,2025-03-09T17:05:00Z,Detroit Tigers,Pittsburgh Pirates,Final,5.0,3.0
778965,2025-03-09T17:05:00Z,Tampa Bay Rays,Toronto Blue Jays,Final,9.0,13.0
779125,2025-03-09T17:05:00Z,Baltimore Orioles,Minnesota Twins,Final,4.0,3.0
778907,2025-03-09T17:05:00Z,Philadelphia Phillies,Baltimore Orioles,Final,12.0,2.0
778762,2025-03-09T17:05:00Z,Boston Red Sox,Atlanta Braves,Final,7.0,3.0
778725,2025-03-09T17:05:00Z,Houston Astros,Miami Marlins,Final,6.0,10.0
779072,2025-03-09T17:05:00Z,St. Louis Cardinals,New York Yankees,Final,6.0,5.0
778891,2025-03-09T17:10:00Z,New York Mets,Washington Nationals,Final,7.0,6.0
789464,2025-03-09T20:05:00Z,Athletics,Arizona Diamondbacks,Final,5.0,7.0
778851,2025-03-09T20:05:00Z,Los Angeles Dodgers,Athletics,Final,5.0,7.0
778753,2025-03-09T20:05:00Z,Chicago Cubs,San Francisco Giants,Final,6.0,8.0
778988,2025-03-09T20:05:00Z,San Francisco Giants,San Diego Padres,Final,7.0,4.0
778822,2025-03-09T20:05:00Z,Cleveland Guardians,Chicago White Sox,Final,1.0,0.0
778928,2025-03-09T20:05:00Z,Kansas City Royals,Milwaukee Brewers,Final,5.0,2.0
779158,2025-03-09T20:10:00Z,Los Angeles Angels,Cincinnati Reds,Final,4.0,1.0
779010,2025-03-09T20:10:00Z,Seattle Mariners,Colorado Rockies,Final,8.0,1.0
778790,2025-03-09T20:10:00Z,Arizona Diamondbacks,Texas Rangers,Final,14.0,1.0
778877,2025-03-10T17:05:00Z,Minnesota Twins,Philadelphia Phillies,Final,1.0,4.0
778702,2025-03-10T17:05:00Z,Atlanta Braves,Tampa Bay Rays,Final,3.0,4.0
779049,2025-03-10T17:05:00Z,New York Yankees,Detroit Tigers,Final,10.0,2.0
778956,2025-03-10T17:07:00Z,Toronto Blue Jays,Houston Astros,Final,8.0,3.0
779067,2025-03-10T17:10:00Z,Miami Marlins,Washington Nationals,Final,9.0,9.0
778821,2025-03-10T20:05:00Z,Cleveland Guardians,Chicago Cubs,Final,4.0,7.0
778931,2025-03-10T20:05:00Z,Kansas City Royals,Cleveland Guardians,Final,2.0,5.0
778850,2025-03-10T20:05:00Z,Los Angeles Dodgers,Arizona Diamondbacks,Final,6.0,2.0
779137,2025-03-10T20:05:00Z,Athletics,Chicago White Sox,Final,3.0,10.0
779153,2025-03-10T20:10:00Z,Los Angeles Angels,Colorado Rockies,Final,12.0,3.0
779009,2025-03-10T20:10:00Z,San Diego Padres,Cincinnati Reds,Final,3.0,9.0
778791,2025-03-10T20:10:00Z,Colorado Rockies,San Francisco Giants,Final,2.0,8.0
779093,2025-03-10T20:10:00Z,Milwaukee Brewers,Seattle Mariners,Final,7.0,5.0
779031,2025-03-10T22:05:00Z,Pittsburgh Pirates,Baltimore Orioles,Final,3.0,6.0
778726,2025-03-10T22:05:00Z,Washington Nationals,Miami Marlins,Final,5.0,10.0
778892,2025-03-10T22:10:00Z,New York Mets,St. Louis Cardinals,Final,8.0,0.0
778727,2025-03-11T17:05:00Z,Houston Astros,New York Mets,Final,7.0,4.0
778767,2025-03-11T17:05:00Z,Boston Red Sox,Philadelphia Phillies,Final,8.0,18.0
778700,2025-03-11T17:05:00Z,Atlanta Braves,Detroit Tigers,Final,1.0,3.0
779070,2025-03-11T17:05:00Z,St. Louis Cardinals,Miami Marlins,Final,5.0,12.0
779048,2025-03-11T17:05:00Z,New York Yankees,Baltimore Orioles,Final,2.0,6.0
779030,2025-03-11T17:05:00Z,Pittsburgh Pirates,New York Yankees,Final,9.0,1.0
778954,2025-03-11T17:07:00Z,Toronto Blue Jays,Minnesota Twins,Final,3.0,2.0
778824,2025-03-11T20:05:00Z,Cincinnati Reds,Colorado Rockies,Final,8.0,5.0
778852,2025-03-11T20:05:00Z,Los Angeles Dodgers,Cleveland Guardians,Final,10.0,4.0
778926,2025-03-11T20:05:00Z,Texas Rangers,Los Angeles Angels,Final,13.0,6.0
778754,2025-03-11T20:05:00Z,Chicago Cubs,Milwaukee Brewers,Final,7.0,9.0
778794,2025-03-11T20:10:00Z,Arizona Diamondbacks,Kansas City Royals,Final,3.0,2.0
779007,2025-03-11T20:10:00Z,San Diego Padres,Chicago White Sox,Final,7.0,5.0
778983,2025-03-11T23:05:00Z,San Francisco Giants,Athletics,Final,5.0,3.0
778728,2025-03-12T17:05:00Z,Washington Nationals,Houston Astros,Final,9.0,3.0
779068,2025-03-12T17:05:00Z,St. Louis Cardinals,New York Mets,Final,0.0,2.0
779107,2025-03-12T17:05:00Z,Detroit Tigers,Tampa Bay Rays,Final,5.0,1.0
779123,2025-03-12T17:05:00Z,Baltimore Orioles,Atlanta Braves,Final,5.0,13.0
779138,2025-03-12T20:05:00Z,Athletics,Arizona Diamondbacks,Final,2.0,5.0
778823,2025-03-12T20:05:00Z,Cleveland Guardians,San Francisco Giants,Final,2.0,11.0
778927,2025-03-12T20:05:00Z,Texas Rangers,Cincinnati Reds,Final,4.0,3.0
778846,2025-03-12T20:05:00Z,Chicago White Sox,Los Angeles Angels,Final,1.0,1.0
778793,2025-03-12T20:10:00Z,Colorado Rockies,San Diego Padres,Final,13.0,2.0
779005,2025-03-12T20:10:00Z,Seattle Mariners,Kansas City Royals,Final,6.0,7.0
778764,2025-03-12T22:05:00Z,Boston Red Sox,Minnesota Twins,Final,6.0,5.0
778729,2025-03-13T17:05:00Z,Houston Astros,St. Louis Cardinals,Final,1.0,1.0
778967,2025-03-13T17:05:00Z,Tampa Bay Rays,Washington Nationals,Final,14.0,4.0
778875,2025-03-13T17:05:00Z,Minnesota Twins,Pittsburgh Pirates,Final,15.0,3.0
778904,2025-03-13T17:05:00Z,Philadelphia Phillies,Atlanta Braves,Final,16.0,9.0
779105,2025-03-13T17:05:00Z,Detroit Tigers,New York Yankees,Final,6.0,8.0
778951,2025-03-13T17:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final,6.0,4.0
778889,2025-03-13T17:10:00Z,New York Mets,Boston Red Sox,Final,2.0,3.0
779069,2025-03-13T17:10:00Z,Miami Marlins,Houston Astros,Final,5.0,10.0
778820,2025-03-13T19:05:00Z,Cincinnati Reds,Athletics,Final,1.0,12.0
778985,2025-03-13T19:05:00Z,San Francisco Giants,Texas Rangers,Final,3.0,7.0
778789,2025-03-13T19:10:00Z,Colorado Rockies,Cleveland Guardians,Final,6.0,4.0
778925,2025-03-13T19:15:00Z,Kansas City Royals,San Diego Padres,Final,6.0,5.0
778848,2025-03-13T20:05:00Z,Chicago White Sox,Milwaukee Brewers,Final,3.0,9.0
779006,2025-03-14T01:40:00Z,Seattle Mariners,Arizona Diamondbacks,Final,,
778701,2025-03-14T17:05:00Z,Atlanta Braves,Washington Nationals,Final,3.0,5.0
779139,2025-03-14T20:05:00Z,Athletics,Los Angeles Angels,Final,12.0,1.0
778818,2025-03-14T20:05:00Z,Cleveland Guardians,Seattle Mariners,Final,8.0,7.0
778845,2025-03-14T20:05:00Z,Chicago White Sox,Cincinnati Reds,Final,7.0,3.0
778784,2025-03-14T20:10:00Z,Arizona Diamondbacks,Cincinnati Reds,Final,2.0,1.0
779152,2025-03-14T20:10:00Z,Los Angeles Angels,Kansas City Royals,Final,8.0,9.0
779066,2025-03-14T20:10:00Z,Miami Marlins,Boston Red Sox,Final,4.0,9.0
779090,2025-03-14T20:10:00Z,Milwaukee Brewers,San Francisco Giants,Final,11.0,5.0
779029,2025-03-14T22:05:00Z,Pittsburgh Pirates,Detroit Tigers,Final,8.0,8.0
778717,2025-03-14T22:05:00Z,Houston Astros,Toronto Blue Jays,Final,6.0,5.0
779124,2025-03-14T22:05:00Z,Baltimore Orioles,Minnesota Twins,Final,10.0,0.0
778876,2025-03-14T22:05:00Z,Minnesota Twins,Tampa Bay Rays,Final,13.0,6.0
778890,2025-03-14T22:10:00Z,New York Mets,St. Louis Cardinals,Final,3.0,3.0
779044,2025-03-14T22:35:00Z,New York Yankees,Philadelphia Phillies,Final,6.0,5.0
778924,2025-03-15T01:05:00Z,Texas Rangers,Colorado Rockies,Final,5.0,0.0
779004,2025-03-15T01:40:00Z,San Diego Padres,Texas Rangers,Final,9.0,8.0
790404,2025-03-15T03:00:00Z,Hanshin Tigers,Chicago Cubs,Final,3.0,0.0
790403,2025-03-15T10:00:00Z,Tokyo Yomiuri Giants,Los Angeles Dodgers,Final,1.0,5.0
778718,2025-03-15T16:05:00Z,Houston Astros,Miami Marlins,Final,6.0,4.0
779027,2025-03-15T17:05:00Z,Pittsburgh Pirates,Baltimore Orioles,Final,15.0,5.0
779061,2025-03-15T17:05:00Z,St. Louis Cardinals,Toronto Blue Jays,Final,9.0,5.0
778906,2025-03-15T17:05:00Z,Philadelphia Phillies,Detroit Tigers,Final,2.0,2.0
778766,2025-03-15T17:05:00Z,Boston Red Sox,Atlanta Braves,Final,3.0,7.0
778968,2025-03-15T17:05:00Z,Tampa Bay Rays,New York Yankees,Final,7.0,7.0
778819,2025-03-15T20:05:00Z,Cincinnati Reds,Kansas City Royals,Final,7.0,13.0
778920,2025-03-15T20:05:00Z,Kansas City Royals,Cleveland Guardians,Final,5.0,7.0
778982,2025-03-15T20:05:00Z,San Francisco Giants,Seattle Mariners,Final,6.0,2.0
779136,2025-03-15T20:05:00Z,Athletics,Texas Rangers,Final,3.0,4.0
778844,2025-03-15T20:05:00Z,Chicago White Sox,Colorado Rockies,Final,2.0,1.0
779000,2025-03-15T20:10:00Z,Seattle Mariners,San Diego Padres,Final,3.0,8.0
778787,2025-03-15T20:10:00Z,Arizona Diamondbacks,Chicago White Sox,Final,9.0,8.0
779151,2025-03-15T20:10:00Z,Los Angeles Angels,Milwaukee Brewers,Final,0.0,4.0
779091,2025-03-15T20:10:00Z,Milwaukee Brewers,Athletics,Final,8.0,0.0
778719,2025-03-15T22:05:00Z,Washington Nationals,New York Mets,Final,4.0,1.0
778698,2025-03-15T22:05:00Z,Atlanta Braves,Minnesota Twins,Final,0.0,4.0
790402,2025-03-16T03:00:00Z,Hanshin Tigers,Los Angeles Dodgers,Final,3.0,0.0
790401,2025-03-16T10:00:00Z,Tokyo Yomiuri Giants,Chicago Cubs,Final,2.0,4.0
779106,2025-03-16T17:05:00Z,Detroit Tigers,Baltimore Orioles,Final,1.0,7.0
778720,2025-03-16T17:05:00Z,Washington Nationals,Tampa Bay Rays,Final,5.0,11.0
778871,2025-03-16T17:05:00Z,Minnesota Twins,Boston Red Sox,Final,5.0,6.0
779121,2025-03-16T17:05:00Z,Baltimore Orioles,Philadelphia Phillies,Final,1.0,12.0
779047,2025-03-16T17:05:00Z,New York Yankees,Pittsburgh Pirates,Final,3.0,4.0
778966,2025-03-16T17:05:00Z,Tampa Bay Rays,New York Yankees,Final,5.0,7.0
778946,2025-03-16T17:07:00Z,Toronto Blue Jays,Atlanta Braves,Final,6.0,2.0
778888,2025-03-16T17:10:00Z,New York Mets,Houston Astros,Final,0.0,5.0
779065,2025-03-16T17:10:00Z,Miami Marlins,St. Louis Cardinals,Final,11.0,5.0
778816,2025-03-16T20:05:00Z,Cincinnati Reds,Seattle Mariners,Final,3.0,8.0
778981,2025-03-16T20:05:00Z,San Francisco Giants,Athletics,Final,7.0,3.0
778922,2025-03-16T20:05:00Z,Texas Rangers,Chicago White Sox,Final,6.0,7.0
778785,2025-03-16T20:10:00Z,Colorado Rockies,Kansas City Royals,Final,2.0,10.0
779149,2025-03-16T20:10:00Z,Los Angeles Angels,San Diego Padres,Final,2.0,4.0
779003,2025-03-16T20:10:00Z,San Diego Padres,Arizona Diamondbacks,Final,4.0,5.0
779092,2025-03-16T20:10:00Z,Milwaukee Brewers,Cleveland Guardians,Final,8.0,2.0
778765,2025-03-17T17:05:00Z,Boston Red Sox,Baltimore Orioles,Final,3.0,12.0
779108,2025-03-17T17:05:00Z,Detroit Tigers,Pittsburgh Pirates,Final,9.0,6.0
778722,2025-03-17T17:05:00Z,Washington Nationals,St. Louis Cardinals,Final,2.0,6.0
779024,2025-03-17T17:05:00Z,Pittsburgh Pirates,Minnesota Twins,Final,4.0,2.0
778903,2025-03-17T17:05:00Z,Philadelphia Phillies,Toronto Blue Jays,Final,4.0,2.0
778696,2025-03-17T17:05:00Z,Atlanta Braves,Boston Red Sox,Final,1.0,2.0
778948,2025-03-17T17:07:00Z,Toronto Blue Jays,New York Yankees,Final,6.0,5.0
778884,2025-03-17T17:10:00Z,New York Mets,Tampa Bay Rays,Final,0.0,2.0
779063,2025-03-17T17:10:00Z,Miami Marlins,New York Mets,Final,5.0,6.0
778923,2025-03-17T20:05:00Z,Kansas City Royals,Arizona Diamondbacks,Final,12.0,1.0
779140,2025-03-17T20:05:00Z,Athletics,Seattle Mariners,Final,7.0,6.0
778843,2025-03-17T20:05:00Z,Chicago White Sox,San Francisco Giants,Final,0.0,3.0
778788,2025-03-17T20:10:00Z,Arizona Diamondbacks,Los Angeles Angels,Final,5.0,11.0
778999,2025-03-17T20:10:00Z,San Diego Padres,Milwaukee Brewers,Final,14.0,8.0
778815,2025-03-18T01:05:00Z,Cleveland Guardians,Cincinnati Reds,Final,3.0,0.0
778563,2025-03-18T10:10:00Z,Chicago Cubs,Los Angeles Dodgers,Final,1.0,4.0
778870,2025-03-18T17:05:00Z,Minnesota Twins,Detroit Tigers,Final,5.0,6.0
779025,2025-03-18T17:05:00Z,Pittsburgh Pirates,Philadelphia Phillies,Final,3.0,2.0
779062,2025-03-18T17:05:00Z,St. Louis Cardinals,Miami Marlins,Final,4.0,4.0
779043,2025-03-18T17:05:00Z,New York Yankees,Boston Red Sox,Final,4.0,4.0
778812,2025-03-18T20:05:00Z,Cincinnati Reds,Los Angeles Angels,Final,1.0,0.0
779001,2025-03-18T20:10:00Z,Seattle Mariners,Milwaukee Brewers,Final,9.0,3.0
778716,2025-03-18T22:05:00Z,Houston Astros,Washington Nationals,Final,3.0,4.0
779119,2025-03-18T22:05:00Z,Baltimore Orioles,Toronto Blue Jays,Final,8.0,2.0
778979,2025-03-19T01:05:00Z,San Francisco Giants,San Diego Padres,Final,4.0,3.0
778921,2025-03-19T01:05:00Z,Texas Rangers,Cleveland Guardians,Final,7.0,3.0
778783,2025-03-19T01:40:00Z,Colorado Rockies,San Francisco Giants,Final,3.0,1.0
778564,2025-03-19T10:10:00Z,Chicago Cubs,Los Angeles Dodgers,Final,3.0,6.0
778768,2025-03-19T17:05:00Z,Boston Red Sox,Detroit Tigers,Final,6.0,4.0
779058,2025-03-19T17:05:00Z,St. Louis Cardinals,Washington Nationals,Final,7.0,1.0
778964,2025-03-19T17:05:00Z,Tampa Bay Rays,Pittsburgh Pirates,Final,5.0,2.0
778900,2025-03-19T17:05:00Z,Philadelphia Phillies,New York Yankees,Final,7.0,9.0
778813,2025-03-19T20:05:00Z,Cleveland Guardians,Athletics,Final,3.0,8.0
779150,2025-03-19T20:10:00Z,Los Angeles Angels,Cleveland Guardians,Final,6.0,3.0
778782,2025-03-19T20:10:00Z,Arizona Diamondbacks,Colorado Rockies,Final,1.0,0.0
779002,2025-03-19T20:10:00Z,Seattle Mariners,Texas Rangers,Final,3.0,2.0
779088,2025-03-19T20:10:00Z,Milwaukee Brewers,Chicago White Sox,Final,5.0,4.0
778715,2025-03-19T22:05:00Z,Houston Astros,New York Mets,Final,2.0,8.0
779042,2025-03-19T22:35:00Z,New York Yankees,Atlanta Braves,Final,0.0,4.0
778917,2025-03-20T01:05:00Z,Kansas City Royals,San Francisco Giants,Final,1.0,3.0
778694,2025-03-20T17:05:00Z,Atlanta Braves,Philadelphia Phillies,Final,7.0,0.0
778950,2025-03-20T17:07:00Z,Toronto Blue Jays,Tampa Bay Rays,Final,4.0,1.0
779060,2025-03-20T17:10:00Z,Miami Marlins,Houston Astros,Final,0.0,11.0
778814,2025-03-20T20:05:00Z,Cincinnati Reds,Kansas City Royals,Final,8.0,11.0
778839,2025-03-20T20:05:00Z,Chicago White Sox,Los Angeles Angels,Final,2.0,1.0
778775,2025-03-20T20:10:00Z,Arizona Diamondbacks,Athletics,Final,11.0,3.0
778713,2025-03-20T22:05:00Z,Washington Nationals,New York Mets,Final,3.0,10.0
778872,2025-03-20T22:05:00Z,Minnesota Twins,Boston Red Sox,Final,2.0,1.0
779120,2025-03-20T22:05:00Z,Baltimore Orioles,New York Yankees,Final,7.0,9.0
778918,2025-03-21T01:05:00Z,Texas Rangers,Colorado Rockies,Final,4.0,7.0
778998,2025-03-21T01:40:00Z,San Diego Padres,Texas Rangers,Final,5.0,3.0
779059,2025-03-21T17:05:00Z,St. Louis Cardinals,Houston Astros,Final,3.0,5.0
