match_time,home_team,away_team,site,market,outcome,odds
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,FanDuel,spreads,Pittsburgh Pirates,1.95
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,FanDuel,spreads,Texas Rangers,1.88
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,LowVig.ag,h2h,Pittsburgh Pirates,2.58
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,LowVig.ag,h2h,Texas Rangers,1.57
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetOnline.ag,h2h,Pittsburgh Pirates,2.58
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetOnline.ag,h2h,Texas Rangers,1.57
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,DraftKings,h2h,Pittsburgh Pirates,2.58
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,DraftKings,h2h,Texas Rangers,1.52
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,DraftKings,spreads,Pittsburgh Pirates,1.91
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,DraftKings,spreads,Texas Rangers,1.91
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetUS,h2h,Pittsburgh Pirates,2.54
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetUS,h2h,Texas Rangers,1.57
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetMGM,h2h,Pittsburgh Pirates,2.55
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetMGM,h2h,Texas Rangers,1.53
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetMGM,spreads,Pittsburgh Pirates,1.95
2025-06-20 22:41:00+00:00,Pittsburgh Pirates,Texas Rangers,BetMGM,spreads,Texas Rangers,1.87
2025-06-20 23:06:00+00:00,New York Yankees,Baltimore Orioles,FanDuel,h2h,Baltimore Orioles,2.84
2025-06-20 23:06:00+00:00,New York Yankees,Baltimore Orioles,FanDuel,h2h,New York Yankees,1.45
2025-06-20 23:06:00+00:00,New York Yankees,Baltimore Orioles,FanDuel,spreads,Baltimore Orioles,1.91
2025-06-20 23:06:00+00:00,New York Yankees,Baltimore Orioles,FanDuel,spreads,New York Yankees,1.91
2025-06-20 23:06:00+00:00,Tampa Bay Rays,Detroit Tigers,FanDuel,h2h,Detroit Tigers,1.93
2025-06-20 23:06:00+00:00,Tampa Bay Rays,Detroit Tigers,FanDuel,h2h,Tampa Bay Rays,1.93
2025-06-20 23:06:00+00:00,Tampa Bay Rays,Detroit Tigers,FanDuel,spreads,Detroit Tigers,2.55
2025-06-20 23:06:00+00:00,Tampa Bay Rays,Detroit Tigers,FanDuel,spreads,Tampa Bay Rays,1.53
2025-06-20 23:11:00+00:00,Miami Marlins,Atlanta Braves,FanDuel,h2h,Atlanta Braves,1.69
2025-06-20 23:11:00+00:00,Miami Marlins,Atlanta Braves,FanDuel,h2h,Miami Marlins,2.22
2025-06-20 23:11:00+00:00,Miami Marlins,Atlanta Braves,FanDuel,spreads,Atlanta Braves,2.15
2025-06-20 23:11:00+00:00,Miami Marlins,Atlanta Braves,FanDuel,spreads,Miami Marlins,1.72
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,FanDuel,h2h,Cincinnati Reds,2.16
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,FanDuel,h2h,St. Louis Cardinals,1.74
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,FanDuel,spreads,Cincinnati Reds,1.54
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,FanDuel,spreads,St. Louis Cardinals,2.52
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,LowVig.ag,h2h,Cincinnati Reds,2.18
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,LowVig.ag,h2h,St. Louis Cardinals,1.77
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetOnline.ag,h2h,Cincinnati Reds,2.18
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetOnline.ag,h2h,St. Louis Cardinals,1.77
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,DraftKings,h2h,Cincinnati Reds,2.12
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,DraftKings,h2h,St. Louis Cardinals,1.73
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,DraftKings,spreads,Cincinnati Reds,1.52
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,DraftKings,spreads,St. Louis Cardinals,2.58
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetUS,h2h,Cincinnati Reds,2.18
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetUS,h2h,St. Louis Cardinals,1.77
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetMGM,h2h,Cincinnati Reds,2.15
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetMGM,h2h,St. Louis Cardinals,1.71
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetMGM,spreads,Cincinnati Reds,1.53
2025-06-20 23:16:00+00:00,St. Louis Cardinals,Cincinnati Reds,BetMGM,spreads,St. Louis Cardinals,2.55
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,FanDuel,h2h,Milwaukee Brewers,2.42
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,FanDuel,h2h,Minnesota Twins,1.6
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,FanDuel,spreads,Milwaukee Brewers,1.69
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,FanDuel,spreads,Minnesota Twins,2.2
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,LowVig.ag,h2h,Milwaukee Brewers,2.44
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,LowVig.ag,h2h,Minnesota Twins,1.63
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,BetOnline.ag,h2h,Milwaukee Brewers,2.44
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,BetOnline.ag,h2h,Minnesota Twins,1.63
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,BetUS,h2h,Milwaukee Brewers,2.42
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,BetUS,h2h,Minnesota Twins,1.62
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,DraftKings,h2h,Milwaukee Brewers,2.38
2025-06-21 00:11:00+00:00,Minnesota Twins,Milwaukee Brewers,DraftKings,h2h,Minnesota Twins,1.59
